0x1000 {}
0x135e {8178,113,16,4,4,3,2}
0x135f {1723,1723,4,4,4,4,1,1}
0x1361 {8178,88,14,9,5}
0x1362 {6128,18,12,7,5}
0x1363 {1247,1247,12,12,4,4}
0x1365 {1010,1010,10,10,3,3}
0x1366 {421,421,9,9,3,3}
0x1367 {7988,162,30,8,7,4,1}
0x1369 {4081,4081,13,13,3,3}
0x136a {1352,1352,18,18,6,6}
0x136b {1772,180,23,4,4,2,2}
0x136c {11,11,3,3,3,3}
0x136d {7148,142,3,2,2,2,2}
0x136e {7988,90,21,7,3,2,2}
0x136f {72,72,8,8,3,3,1,1}
0x1371 {498,498,14,14,4,4}
0x1372 {4079,4079,12,12,6,6}
0x1373 {7988,93,20,9,8,3,1}
0x1375 {8178,92,18,12,5,2,2}
0x1376 {7892,39,11,11,3,2,2}
0x1377 {3053,3053,10,10,4,4,1,1}
0x1379 {917,157,46,4,4,4,1}
0x137a {8178,59,17,6,6,3,2}
0x137b {498,498,21,21,4,4,1,1}
0x137c {2374,196,7,7,3,3,1}
0x137d {279,279,29,29,3,3,1,1}
0x137e {173,173,7,7,3,3,1,1}
0x137f {2654,164,26,8,1,1,1,1,1}
0x1381 {302,302,10,10}
0x1382 {407,407,9,9}
0x1383 {7652,42,23,11,1}
0x1385 {71,7,7,7,4}
0x1386 {2654,167,6,6,5}
0x1387 {4081,4081,10,10,1,1}
0x1389 {8178,283,26,4,4}
0x138a {2622,87,23,6,6}
0x138b {1010,1010,17,17,3,3}
0x138d {4079,4079,34,34,4,4}
0x138e {498,498,14,14,3,3}
0x138f {2374,206,33,10,1,1,1}
0x1391 {7652,81,14,6,5}
0x1392 {7892,52,13,8,6}
0x1393 {99,99,9,9,3,3}
0x1395 {498,498,22,22,3,3}
0x1396 {4081,4081,22,22,5,5}
0x1397 {1892,1892,29,3,3,3,1}
0x1399 {3053,3053,6,6,3,3}
0x139a {242,242,18,18,3,3}
0x139b {1130,62,19,8,7,3,1}
0x139c {111,111,20,20,3,3}
0x139d {8178,130,20,15,4,3,1}
0x139e {6128,16,16,3,3,3,1}
0x139f {3924,3924,12,12,1,1,1,1}
0x13a1 {1289,97,9,8,6}
0x13a2 {638,56,14,11,4}
0x13a3 {22,22,7,7,3,3}
0x13a5 {3893,3893,4,4,4,4}
0x13a6 {1010,1010,3,3,3,3}
0x13a7 {8178,46,16,3,3,3,1}
0x13a9 {1072,1072,12,12,3,3}
0x13aa {4081,4081,20,20,2,2}
0x13ab {8178,148,20,6,6,3,2}
0x13ad {7988,110,36,8,4,2,2}
0x13ae {8178,116,23,3,3,3,2}
0x13af {71,71,5,5,4,4,1,1}
0x13b1 {1847,1847,7,7,4,4}
0x13b2 {4082,4082,5,5,5,5}
0x13b3 {1940,15,15,15,4,3,1}
0x13b5 {8178,35,19,7,4,2,2}
0x13b6 {302,302,12,8,3,2,2}
0x13b7 {242,242,22,22,5,5,1,1}
0x13b9 {8178,80,20,6,4,3,1}
0x13ba {359,43,19,3,3,3,2}
0x13bb {701,701,19,19,3,3,1,1}
0x13bc {8178,46,31,10,5,3,1}
0x13bd {1010,1010,10,10,5,5,1,1}
0x13be {1351,1351,21,21,3,3,1,1}
0x13bf {7148,90,29,6,1,1,1,1,1}
0x13c1 {8178,44,28,14,1}
0x13c2 {7892,210,30,10,6}
0x13c3 {3053,3053,28,28,1,1}
0x13c5 {1352,1352,11,11,4,4}
0x13c6 {1003,1003,16,16,4,4}
0x13c7 {7892,244,36,4,1,1,1}
0x13c9 {3543,3543,28,28,4,4}
0x13ca {302,302,13,13,4,4}
0x13cb {421,33,5,3,3,3,1}
0x13cd {6128,85,6,6,5,4,1}
0x13ce {7652,99,29,3,3,3,1}
0x13cf {4082,4082,20,20,1,1,1,1}
0x13d1 {71,71,5,5,5,5}
0x13d2 {545,545,17,17,3,3}
0x13d3 {7148,38,37,3,3,3,1}
0x13d5 {452,452,24,10,5,4,2}
0x13d6 {1772,94,30,7,6,3,2}
0x13d7 {2031,2031,4,4,4,4,1,1}
0x13d9 {7988,118,32,7,5,5,1}
0x13da {2654,77,15,8,5,3,2}
0x13db {3924,3924,24,24,5,5,1,1}
0x13dd {197,197,5,5,5,5,1,1}
0x13de {498,498,16,16,3,3,1,1}
0x13df {6128,184,22,6,1,1,1,1,1}
0x13e1 {4081,4081,21,21,1,1}
0x13e2 {4082,4082,17,17,4,4}
0x13e3 {8178,203,28,9,1,1,1}
0x13e5 {8178,226,22,12,5,3,1}
0x13e6 {1568,106,22,6,6,3,1}
0x13e7 {92,92,9,9,1,1,1,1}
0x13e9 {6128,150,26,7,4,3,1}
0x13ea {7148,52,14,5,2,2,2}
0x13eb {1247,1247,17,17,4,4,1,1}
0x13ed {3924,3924,22,22,3,3,1,1}
0x13ee {749,749,10,10,3,3,1,1}
0x13ef {8178,10,10,10,1,1,1,1,1}
0x13f1 {7148,104,21,12,1,1,1}
0x13f2 {6128,76,17,6,6,4,1}
0x13f3 {806,806,16,16,1,1,1,1}
0x13f5 {491,491,19,19,4,4,1,1}
0x13f6 {4082,4082,23,23,3,3,1,1}
0x13f7 {8178,165,13,8,1,1,1,1,1}
0x13f9 {4082,4082,10,10,1,1,1,1}
0x13fa {3543,3543,25,25,2,2,1,1}
0x13fb {917,57,28,9,1,1,1,1,1}
0x13fc {80,80,21,21,1,1,1,1}
0x13fd {64,64,5,5,1,1,1,1,1}
0x13fe {7652,85,37,9,1,1,1,1,1}
0x13ff {4081,4081,1,1,1,1,1,1,1,1}
0x1401 {3242,3242}
0x1402 {31,31}
0x1403 {8178,76,18}
0x1405 {7652,116,27}
0x1406 {7892,179,19}
0x1407 {3053,3053,8,8}
0x1409 {6128,136,14}
0x140a {302,302,2}
0x140b {78,78,23,23}
0x140d {1723,1723,9,9}
0x140e {497,497,23,23}
0x140f {8178,302,24,10,1}
0x1411 {8178,135,18}
0x1412 {1892,57,26}
0x1413 {4079,4079,31,31}
0x1415 {92,92,13,13}
0x1416 {3893,3893,6,6}
0x1417 {876,876,15,15,2}
0x1419 {1289,1289,11,11}
0x141a {498,498,13,13}
0x141b {1511,135,18,7,6}
0x141d {8178,96,12,7,6}
0x141e {8178,92,31,7,2}
0x141f {3924,3924,19,19,1,1}
0x1421 {2622,127,10}
0x1422 {8178,38,35}
0x1423 {2654,2654,12,12}
0x1425 {4081,4081,8,8}
0x1426 {113,113,19,19}
0x1427 {7652,88,36,13,8}
0x1429 {442,442,24,24}
0x142a {3053,3053,2,2}
0x142b {2542,2542,32,10,2}
0x142d {1772,121,35,9,6}
0x142e {302,302,13,8,2}
0x142f {2031,2031,9,9,2,2}
0x1431 {239,239,11,11}
0x1432 {572,572,14,14}
0x1433 {8178,136,15,8,7}
0x1435 {7988,152,26,7,6}
0x1436 {6128,69,8,8,6}
0x1437 {242,242,21,21,6,6}
0x1439 {1765,45,15,15,6}
0x143a {8178,102,36,10,2}
0x143b {3557,3557,26,26,6,6}
0x143d {3924,3924,6,6,6,6}
0x143e {1003,1003,9,9,2,2}
0x143f {254,254,30,10,1,1,1}
0x1441 {1940,108,24}
0x1443 {4081,4081,22,22}
0x1445 {442,442,12,12}
0x1446 {2591,2591,19,19}
0x1447 {7892,165,32,4,4}
0x1449 {2031,2031,15,15}
0x144a {242,242,15,15}
0x144b {204,204,25,8,8}
0x144d {7652,156,10,10,8}
0x144e {2654,44,10,10,4}
0x144f {1289,1289,15,15,4,4}
0x1451 {498,498,5,5}
0x1452 {1177,1177,4,4}
0x1453 {1892,127,20,4,4}
0x1455 {8178,94,24,10,2}
0x1456 {8178,44,15,4,2}
0x1457 {1247,1247,12,12,2,2}
0x1459 {218,42,27,7,4}
0x145a {3053,91,23,4,2}
0x145b {806,806,12,12,4,4}
0x145d {3053,3053,10,10,4,4}
0x145e {242,242,15,15,2,2}
0x145f {8178,214,15,10,2,2,1}
0x1461 {3797,3797,5,5}
0x1462 {80,80,21,21}
0x1463 {1765,123,17,7,7}
0x1465 {113,113,22,6,6}
0x1466 {8178,160,29,13,4}
0x1467 {50,50,23,23,4,4}
0x1469 {2542,2542,18,11,6}
0x146a {8178,121,9,9,2}
0x146b {107,107,10,10,4,4}
0x146d {1352,1352,8,8,2,2}
0x146e {3893,3893,24,24,4,4}
0x146f {8178,138,34,10,7,4,1}
0x1471 {8178,131,36,15,6}
0x1472 {7148,27,27,4,4}
0x1473 {4082,4082,16,16,4,4}
0x1475 {3543,3543,23,23,4,4}
0x1476 {242,242,12,12,4,4}
0x1477 {6128,228,32,5,5,4,1}
0x1479 {1010,1010,15,15,4,4}
0x147a {2031,2031,9,9,2,2}
0x147b {1568,106,5,5,5,4,1}
0x147d {8178,128,16,11,6,4,1}
0x147e {1772,46,15,9,2,2,1}
0x147f {225,225,11,11,1,1,1,1}
0x1481 {638,44,26}
0x1483 {50,50,7,7}
0x1485 {1511,1511,19,19}
0x1486 {302,302,19,19}
0x1487 {8178,116,21,8,5}
0x1489 {260,260,26,26}
0x148a {407,407,31,31}
0x148b {1772,31,31,5,5}
0x148d {8178,102,11,6,5}
0x148e {2542,2542,17,9,7}
0x148f {3893,3893,8,8,5,5}
0x1491 {1257,1257,22,22}
0x1492 {50,50,50,50}
0x1493 {1568,225,15,6,4}
0x1495 {8178,108,21,15,9}
0x1496 {876,876,14,14,3}
0x1497 {1010,1010,9,9,3,3}
0x1499 {917,57,29,6,3}
0x149a {8178,79,17,9,7}
0x149b {407,407,5,5,5,5}
0x149d {498,498,24,24,4,4}
0x149e {3053,3053,34,34,3,3}
0x149f {8178,92,16,8,8,6,1}
0x14a1 {1010,1010,20,20}
0x14a3 {514,514,21,13,5}
0x14a5 {8178,18,18,4,4}
0x14a6 {1511,99,29,6,6}
0x14a7 {1723,1723,9,9,4,4}
0x14a9 {7652,125,17,4,3}
0x14aa {8178,248,2,2,2}
0x14ab {572,572,18,18,2,2}
0x14ad {4081,4081,17,17,6,6}
0x14ae {442,442,21,21,2,2}
0x14af {197,197,7,5,2,2,2}
0x14b1 {2374,119,12,4,4}
0x14b2 {2622,184,19,10,8}
0x14b3 {749,749,17,17,3,3}
0x14b5 {498,498,11,11,4,4}
0x14b6 {2031,2031,9,9,3,3}
0x14b7 {2654,120,19,7,7,3,2}
0x14b9 {1351,1351,7,7,3,3}
0x14ba {2654,2654,15,15,2,2}
0x14bb {8178,91,21,3,3,3,2}
0x14bd {1940,97,27,4,4,3,2}
0x14be {8178,154,30,8,2,2,2}
0x14bf {242,242,16,16,2,2,1,1}
0x14c1 {1003,1003,11,11}
0x14c3 {6128,87,8,8,5}
0x14c5 {7148,131,4,4,4}
0x14c6 {917,57,13,9,6}
0x14c7 {498,498,9,9,4,4}
0x14c9 {8178,64,31,5,3}
0x14ca {1289,55,15,15,3}
0x14cb {4081,4081,19,19,3,3}
0x14cd {47,47,11,11,3,3}
0x14ce {3543,3543,38,38,3,3}
0x14cf {8178,30,27,9,3,3,1}
0x14d1 {1940,127,15,8,6}
0x14d3 {1072,1072,26,26,3,3}
0x14d5 {3797,3797,16,16,3,3}
0x14d6 {1010,1010,19,19,6,6}
0x14d7 {8178,169,21,4,4,4,2}
0x14d9 {4082,4082,26,26,3,3}
0x14da {4081,4081,19,19,4,4}
0x14db {8178,207,5,5,5,2,2}
0x14dd {2374,47,39,14,5,2,2}
0x14de {8178,113,13,10,5,3,2}
0x14df {1007,1007,12,12,5,5,1,1}
0x14e1 {8178,11,11,11,8}
0x14e3 {2031,2031,26,26,4,4}
0x14e5 {4082,4082,26,26,3,3}
0x14e6 {3797,3797,18,18,3,3}
0x14e7 {3053,121,29,4,4,3,1}
0x14e9 {29,29,4,4,3,3}
0x14ea {3924,3924,7,7,2,2}
0x14eb {8178,56,16,10,4,3,2}
0x14ed {2542,2542,28,9,4,2,2}
0x14ee {6128,84,20,3,3,3,2}
0x14ef {3924,3924,9,9,5,5,1,1}
0x14f1 {806,806,12,12,4,4}
0x14f2 {107,107,4,4,4,4}
0x14f3 {302,302,16,4,4,3,1}
0x14f5 {266,266,5,5,4,4,2}
0x14f6 {7892,112,10,4,4,3,2}
0x14f7 {4081,4081,19,19,4,4,1,1}
0x14f9 {8178,58,29,13,3,3,1}
0x14fa {8178,98,29,8,2,2,2}
0x14fb {1010,1010,8,8,5,5,1,1}
0x14fd {111,111,20,20,4,4,1,1}
0x14fe {498,498,7,7,2,2,1,1}
0x14ff {92,92,23,15,1,1,1,1,1}
0x1501 {8178,120,41}
0x1503 {2591,2591,9,9}
0x1505 {1352,1352,18,18}
0x1506 {4081,4081,16,16}
0x1507 {8178,160,24,13,2}
0x1509 {3893,3893,10,10}
0x150a {23,23,2,2}
0x150b {7652,24,23,9,2}
0x150d {6128,40,40,12,6}
0x150e {8178,90,44,11,2}
0x150f {498,498,22,22,2,2}
0x1511 {1010,1010,16,16}
0x1513 {7988,118,6,6,6}
0x1515 {876,876,12,12,2}
0x1516 {1940,187,15,4,2}
0x1517 {3797,3797,25,25,2,2}
0x1519 {8178,102,22,12,3}
0x151a {8178,164,27,6,2}
0x151b {1352,1352,21,21,5,5}
0x151d {607,607,22,22,5,5}
0x151e {498,498,23,23,2,2}
0x151f {425,69,23,9,2,2,1}
0x1521 {3543,3543,8,8}
0x1523 {2542,2542,27,8,4}
0x1525 {2622,160,39,12,7}
0x1526 {8178,110,18,11,7}
0x1527 {1010,1010,6,6,6,6}
0x1529 {6128,147,38,4,3}
0x152a {7892,140,2,2,2}
0x152b {1289,1289,15,15,2,2}
0x152d {4082,4082,16,16,6,6}
0x152e {1511,1511,23,23,2,2}
0x152f {2374,168,18,8,2,2,2}
0x1531 {7652,26,18,4,3}
0x1533 {572,572,15,15,3,3}
0x1535 {749,749,17,17,3,3}
0x1536 {498,498,15,15,4,4}
0x1537 {8178,33,16,14,5,4,2}
0x1539 {3242,3242,11,11,3,3}
0x153a {4081,4081,9,9,2,2}
0x153b {1772,48,26,12,6,3,2}
0x153d {8178,110,33,8,5,4,2}
0x153e {8178,104,19,6,2,2,2}
0x153f {1003,1003,14,14,2,2,1,1}
0x1541 {806,806,18,18}
0x1543 {1130,71,18,6,2}
0x1545 {638,85,26,8,2}
0x1546 {7148,51,28,8,2}
0x1547 {1351,1351,29,29,2,2}
0x1549 {2374,52,25,10,3}
0x154b {497,497,18,18,2,2}
0x154d {3557,3557,17,17,3,3}
0x154e {4082,4082,11,11,2,2}
0x154f {7988,128,9,9,2,2,2}
0x1551 {1568,276,45,10,2}
0x1553 {3557,3557,26,26,2,2}
0x1555 {806,806,2,2,2,2}
0x1556 {1351,1351,2,2,2,2}
0x1557 {6128,156,2,2,2,2,2}
0x1559 {491,491,3,3,3,3}
0x155a {3924,3924,2,2,2,2}
0x155b {302,302,44,11,2,2,2}
0x155d {7652,31,31,5,2,2,2}
0x155e {29,29,2,2,2,2,2}
0x155f {242,242,2,2,2,2,2,2}
0x1561 {407,407,27,9,3}
0x1563 {4082,4082,17,17,4,4}
0x1565 {4079,4079,8,8,3,3}
0x1566 {1010,1010,13,13,3,3}
0x1567 {204,204,25,14,3,3,2}
0x1569 {4082,4082,12,12,3,3}
0x156a {43,43,2,2,2,2}
0x156b {8178,62,18,7,2,2,2}
0x156d {8178,22,22,2,2,2,2}
0x156e {7652,83,33,9,2,2,2}
0x156f {917,917,20,20,2,2,2,2}
0x1571 {4081,4081,31,31,7,7}
0x1573 {6128,102,17,3,3,3,2}
0x1575 {8178,40,40,7,2,2,2}
0x1576 {7652,90,40,5,2,2,2}
0x1577 {113,113,19,19,2,2,2,2}
0x1579 {8178,52,26,10,3,3,2}
0x157a {6128,97,2,2,2,2,2}
0x157b {2031,2031,14,14,2,2,2,2}
0x157d {197,197,9,9,2,2,2,2}
0x157e {1257,1257,2,2,2,2,2,2}
0x157f {2622,62,2,2,2,2,1,1,1}
0x1581 {425,425,11,11}
0x1583 {7148,319,26,8,7}
0x1585 {7892,134,20,10,4}
0x1586 {1892,1892,12,8,7}
0x1587 {442,442,22,22,5,5}
0x1589 {2374,65,33,7,4}
0x158b {1351,1351,9,9,3,3}
0x158d {442,442,18,18,2,2}
0x158e {421,421,13,13,4,4}
0x158f {1892,132,29,5,5,5,1}
0x1591 {8178,75,17,7,5}
0x1593 {80,80,21,21,3,3}
0x1595 {227,227,10,10,3,3}
0x1596 {4082,4082,16,16,5,5}
0x1597 {8178,107,6,3,3,3,2}
0x1599 {1072,1072,3,3,3,3}
0x159a {191,191,10,10,3,3}
0x159b {8178,121,5,5,5,2,2}
0x159d {425,75,35,12,4,2,2}
0x159e {7988,65,16,10,7,4,2}
0x159f {3557,3557,12,12,3,3,1,1}
0x15a1 {8178,273,6,5,5}
0x15a3 {4081,4081,21,21,6,6}
0x15a5 {2654,2654,15,15,4,4}
0x15a6 {667,667,11,11,5,5}
0x15a7 {452,452,24,10,7,4,2}
0x15a9 {1247,1247,28,28,3,3}
0x15ab {6128,144,26,10,2,2,2}
0x15ad {7148,66,20,2,2,2,2}
0x15ae {204,204,25,12,2,2,2}
0x15af {4082,4082,14,14,2,2,2,2}
0x15b1 {3924,3924,15,15,2,2}
0x15b3 {7148,170,21,10,6,2,2}
0x15b5 {7988,159,41,2,2,2,2}
0x15b6 {8178,224,36,2,2,2,2}
0x15b7 {71,71,6,6,2,2,2,2}
0x15b9 {6128,180,8,6,6,2,2}
0x15ba {302,302,19,8,2,2,2}
0x15bb {806,806,22,22,2,2,2,2}
0x15bd {4081,4081,7,7,2,2,2,2}
0x15be {302,302,19,19,2,2,2,2}
0x15bf {8178,155,27,7,2,2,1,1,1}
0x15c1 {2654,98,31,15,6}
0x15c3 {17,17,17,17,3,3}
0x15c5 {3557,3557,17,17,3,3}
0x15c6 {4082,4082,23,23,4,4}
0x15c7 {344,72,17,10,5,3,1}
0x15c9 {497,497,17,17,3,3}
0x15cb {8178,3,3,3,3,3,2}
0x15cd {8178,34,34,5,5,2,2}
0x15ce {6128,141,18,10,7,3,2}
0x15cf {4079,4079,26,26,3,3,1,1}
0x15d1 {239,239,14,14,5,5}
0x15d3 {7988,143,25,5,4,3,2}
0x15d5 {6128,139,24,6,2,2,2}
0x15d6 {8178,74,19,14,2,2,2}
0x15d7 {4082,4082,18,18,2,2,2,2}
0x15d9 {8178,153,24,5,4,2,2}
0x15db {917,917,12,12,2,2,2,2}
0x15dd {50,50,5,5,2,2,2,2}
0x15de {111,111,20,20,2,2,2,2}
0x15df {1765,109,30,10,2,2,1,1,1}
0x15e1 {4082,4082,15,15,5,5}
0x15e3 {3053,73,33,9,5,3,1}
0x15e5 {452,452,17,3,3,3,2}
0x15e6 {7148,150,14,5,5,4,2}
0x15e7 {165,165,14,14,3,3,1,1}
0x15e9 {7892,110,24,13,6,4,2}
0x15eb {8,8,8,8,2,2,2,2}
0x15ed {1007,1007,18,18,2,2,2,2}
0x15ee {806,806,15,15,2,2,2,2}
0x15ef {7988,157,40,9,2,2,1,1,1}
0x15f1 {197,37,24,5,5,4,1}
0x15f3 {2027,2027,21,21,3,3,1,1}
0x15f5 {3924,3924,21,21,2,2,2,2}
0x15f6 {197,197,11,11,2,2,2,2}
0x15f7 {7892,88,30,13,2,2,1,1,1}
0x15f9 {4081,4081,34,34,3,3,1,1}
0x15fa {7,7,2,2,2,2,2,2}
0x15fb {2622,12,12,12,2,2,1,1,1}
0x15fd {1765,61,15,7,2,2,1,1,1}
0x15fe {8178,16,2,2,2,2,1,1,1}
0x15ff {1010,1010,2,2,1,1,1,1,1,1}
0x1601 {6128,192,30}
0x1603 {1352,1352,16,16}
0x1605 {57,57,4,4}
0x1606 {89,89,10,10}
0x1607 {8178,204,26,13,1}
0x1609 {498,498,26,26}
0x160b {7652,334,22,3,3}
0x160d {7892,308,12,2,2}
0x160e {1765,7,7,7,4}
0x160f {155,155,12,12,1,1}
0x1611 {1351,1351,25,25}
0x1613 {29,29,7,7,4}
0x1615 {8178,56,17,14,4}
0x1616 {8178,99,35,5,4}
0x1617 {3924,3924,16,16,3,3}
0x1619 {7652,326,21,19,3}
0x161b {4081,4081,10,10,2,2}
0x161d {1010,1010,26,26,2,2}
0x161e {239,239,14,14,6,6}
0x161f {8178,192,8,8,1,1,1}
0x1621 {4082,4082,20,20}
0x1623 {7892,65,11,11,4}
0x1625 {6128,97,4,4,4}
0x1626 {8178,47,20,6,4}
0x1627 {3557,3557,16,16,4,4}
0x1629 {7148,132,4,4,4}
0x162b {302,302,17,17,3,3}
0x162d {1847,1847,4,4,2,2}
0x162e {78,78,4,4,4,4}
0x162f {1130,89,17,15,4,3,1}
0x1631 {7988,187,18,4,4}
0x1633 {4079,4079,17,17,4,4}
0x1635 {3924,3924,14,14,2,2}
0x1636 {4081,4081,15,15,2,2}
0x1637 {254,254,20,7,5,2,1}
0x1639 {359,359,11,11,4,4}
0x163b {2542,2542,19,10,4,2,1}
0x163d {7148,111,25,9,4,2,1}
0x163e {1892,172,25,12,4,4,1}
0x163f {498,498,14,14,1,1,1,1}
0x1641 {4081,4081,16,16}
0x1643 {7892,128,10,9,5}
0x1645 {8178,86,18,10,4}
0x1647 {17,17,5,5,4,4}
0x1649 {6128,90,24,5,3}
0x164b {15,15,3,3,3,3}
0x164d {92,92,17,17,3,3}
0x164e {3053,3053,24,24,4,4}
0x164f {302,302,16,12,7,3,1}
0x1651 {8178,177,6,6,6}
0x1653 {3924,3924,19,19,3,3}
0x1655 {2591,2591,21,21,3,3}
0x1656 {3242,3242,20,20,5,5}
0x1657 {8178,237,19,3,3,3,2}
0x1659 {4082,4082,21,21,3,3}
0x165b {1940,160,10,3,3,2,2}
0x165d {421,25,13,3,3,2,2}
0x165e {8178,31,21,8,5,3,2}
0x165f {4081,4081,18,18,3,3,1,1}
0x1661 {302,302,18,12,3}
0x1663 {3053,3053,15,15,4,4}
0x1665 {806,806,15,15,3,3}
0x1666 {167,167,6,6,3,3}
0x1667 {2374,119,14,9,3,3,1}
0x1669 {155,155,16,16,3,3}
0x166b {8178,94,41,6,5,2,2}
0x166d {3053,163,29,2,2,2,2}
0x166e {1568,225,10,5,5,2,2}
0x166f {572,572,11,11,5,5,1,1}
0x1671 {2654,2654,15,15,4,4}
0x1673 {8178,158,37,3,3,3,1}
0x1675 {8178,51,4,4,4,2,2}
0x1676 {1772,42,23,14,4,2,2}
0x1677 {4079,4079,6,6,3,3,1,1}
0x1679 {2542,2542,26,9,3,3,1}
0x167b {498,498,9,9,3,3,1,1}
0x167d {3797,3797,27,27,4,4,1,1}
0x167e {3924,3924,21,21,4,4,1,1}
0x167f {1940,132,17,12,1,1,1,1,1}
0x1681 {242,242,15,15}
0x1683 {638,106,26,9,7}
0x1685 {7148,135,14,5,4}
0x1687 {1847,1847,9,9,5,5}
0x1689 {7892,54,7,5,4}
0x168b {1352,1352,15,15,4,4}
0x168d {425,425,22,22,2,2}
0x168e {4082,4082,16,16,4,4}
0x168f {7148,133,30,5,5,4,1}
0x1691 {3053,225,6,6,6}
0x1693 {3797,3797,8,8,4,4}
0x1695 {572,572,12,12,4,4}
0x1696 {35,35,6,6,3,3}
0x1697 {8178,119,28,9,5,3,2}
0x1699 {3543,3543,21,21,3,3}
0x169b {8178,167,47,6,5,2,2}
0x169d {8178,112,4,4,4,2,2}
0x169e {452,452,23,10,4,3,2}
0x169f {2654,2654,13,13,4,4,1,1}
0x16a1 {2654,131,11,5,5}
0x16a3 {498,498,5,5,5,5}
0x16a5 {2027,2027,29,29,4,4}
0x16a7 {6128,138,28,9,6,4,2}
0x16a9 {80,80,5,5,3,3}
0x16ab {7148,129,26,8,2,2,2}
0x16ad {8178,94,28,2,2,2,2}
0x16ae {3053,199,11,6,2,2,2}
0x16af {4081,4081,18,18,2,2,2,2}
0x16b1 {421,421,13,13,2,2}
0x16b3 {8178,28,28,14,4,2,2}
0x16b5 {92,12,9,2,2,2,2}
0x16b6 {7988,38,21,2,2,2,2}
0x16b7 {3924,3924,13,13,2,2,2,2}
0x16b9 {2622,100,38,11,6,2,2}
0x16bb {239,239,19,19,2,2,2,2}
0x16bd {50,50,23,23,2,2,2,2}
0x16be {3557,3557,22,22,2,2,2,2}
0x16bf {352,352,28,20,2,2,1,1,1}
0x16c1 {1765,69,31,2,2}
0x16c3 {267,267,12,12,2,2}
0x16c5 {497,497,4,4,2,2}
0x16c7 {8178,98,29,7,6,2,1}
0x16c9 {3893,3893,13,13,3,3}
0x16cb {6128,46,35,3,3,2,2}
0x16cd {7892,56,28,2,2,2,2}
0x16ce {2374,219,33,11,4,2,2}
0x16cf {3924,3924,12,12,4,4,1,1}
0x16d1 {242,242,19,19,2,2}
0x16d3 {8178,98,9,9,4,2,2}
0x16d5 {8178,56,35,2,2,2,2}
0x16d7 {113,113,22,22,2,2,2,2}
0x16d9 {1772,90,23,2,2,2,2}
0x16db {3924,3924,2,2,2,2,2,2}
0x16dd {4079,4079,2,2,2,2,2,2}
0x16de {173,173,5,5,2,2,2,2}
0x16df {7652,56,11,11,3,2,1,1,1}
0x16e1 {1511,1511,20,20,2,2}
0x16e3 {7652,100,27,10,4,2,1}
0x16e5 {7988,52,33,3,3,2,2}
0x16e7 {1352,1352,6,6,3,3,1,1}
0x16e9 {7892,230,24,18,4,2,2}
0x16eb {4081,4081,20,20,2,2,2,2}
0x16ed {50,50,2,2,2,2,2,2}
0x16ee {4079,4079,26,26,2,2,2,2}
0x16ef {359,55,11,5,5,2,1,1,1}
0x16f1 {8178,153,6,6,6,2,1}
0x16f3 {1010,1010,7,7,3,3,1,1}
0x16f5 {165,165,20,20,2,2,2,2}
0x16f6 {8,8,8,8,2,2,2,2}
0x16f7 {7148,31,26,10,9,2,1,1,1}
0x16f9 {242,242,5,5,5,5,1,1}
0x16fb {638,11,11,11,7,2,1,1,1}
0x16fd {1892,1892,26,6,3,2,1,1,1}
0x16fe {8178,80,29,11,2,2,1,1,1}
0x16ff {1351,1351,24,24,1,1,1,1,1,1}
0x1701 {4079,4079,11,11}
0x1703 {8178,105,37,3,1}
0x1705 {6128,162,35,3,3}
0x1707 {498,498,15,15,1,1}
0x1709 {8178,178,32,9,5}
0x170b {113,113,3,3,3,3}
0x170d {72,72,18,18,2,2}
0x170e {107,107,6,6,5,5}
0x170f {7988,28,17,8,1,1,1}
0x1711 {876,876,12,12,6}
0x1713 {104,104,15,15,3,3}
0x1715 {4081,4081,21,21,3,3}
0x1717 {917,157,24,3,3,3,1}
0x1719 {1010,1010,11,11,5,5}
0x171b {7988,142,18,10,4,2,1}
0x171d {1082,80,10,7,4,2,1}
0x171e {1940,90,5,5,5,5,1}
0x171f {2031,2031,15,15,1,1,1,1}
0x1721 {6128,55,29,11,9}
0x1723 {4079,4079,13,13,3,3}
0x1725 {3242,3242,3,3,3,3}
0x1727 {8178,98,24,3,3,3,1}
0x1729 {165,165,13,13,3,3}
0x172b {421,3,3,3,3,3,2}
0x172d {8178,108,15,3,3,2,2}
0x172e {8178,126,4,3,3,3,2}
0x172f {1010,1010,3,3,3,3,1,1}
0x1731 {442,442,12,12,8,8}
0x1733 {1892,1892,15,3,3,3,1}
0x1735 {8178,293,22,8,6,2,2}
0x1737 {3893,3893,22,22,3,3,1,1}
0x1739 {7988,225,25,3,3,3,1}
0x173b {242,242,3,3,3,3,1,1}
0x173d {155,155,5,5,3,3,1,1}
0x173e {4082,4082,10,10,6,6,1,1}
0x173f {204,204,25,7,1,1,1,1,1}
0x1741 {7652,190,31,8,7}
0x1743 {239,239,11,11,5,5}
0x1745 {4079,4079,4,4,4,4}
0x1747 {8178,233,34,7,7,7,1}
0x1749 {498,498,21,21,4,4}
0x174b {8178,61,26,3,3,3,2}
0x174d {1772,138,27,6,4,2,2}
0x174f {1257,1257,17,17,4,4,1,1}
0x1751 {917,917,24,24,5,5}
0x1753 {2654,120,15,8,4,3,2}
0x1755 {8178,118,47,11,2,2,2}
