0x2000 {}
0x2076 {2032,92,27,10,9}
0x2077 {496,496,41,41,1,1}
0x2078 {2032,2032,26,26}
0x2079 {16369,202,21,10,1}
0x207a {15827,121,36,16,2}
0x207b {351,351,27,27,1,1}
0x207c {5447,87,31,12,1}
0x207d {166,166,14,14,1,1}
0x207e {8177,8177,30,30,1,1}
0x207f {49,49,1,1,1,1,1}
0x2081 {875,875}
0x2082 {110,110}
0x2083 {241,241,14}
0x2084 {1939,1939}
0x2085 {5447,248,34}
0x2086 {16369,26,26}
0x2087 {7860,7860,18,18}
0x2088 {112,112}
0x2089 {16369,79,43}
0x208a {70,6,6}
0x208b {8177,8177,7,7}
0x208c {1939,193,27}
0x208d {1846,1846,20,20}
0x208e {7987,7987,26,26}
0x208f {5101,417,52,17,1}
0x2090 {8177,8177}
0x2091 {1351,71,14}
0x2092 {5341,155,14}
0x2093 {4074,4074,14,14}
0x2094 {5101,167,35}
0x2095 {8177,8177,11,11}
0x2096 {5320,5320,14,14}
0x2097 {14315,163,30,13,7}
0x2098 {4081,179,32}
0x2099 {8176,8176,37,37}
0x209a {7891,7891,22,22}
0x209b {14315,81,27,9,9}
0x209c {406,406,15,15}
0x209d {16369,52,30,11,7}
0x209e {113,113,113,11,9}
0x209f {424,424,22,22,1,1}
0x20a0 {34,34}
0x20a1 {16369,167,22}
0x20a2 {56,56,6}
0x20a3 {8177,8177,23,23}
0x20a4 {5447,243,32}
0x20a5 {7860,7860,20,20}
0x20a6 {301,301,16,16}
0x20a7 {571,571,28,6,6}
0x20a8 {240,6,6}
0x20a9 {1891,1891,42,42}
0x20aa {28,28,2,2}
0x20ab {5447,49,31,19,2}
0x20ac {8177,8177,32,32}
0x20ad {1939,1939,50,8,6}
0x20ae {4081,86,25,13,2}
0x20af {7126,7126,11,11,2,2}
0x20b0 {14315,160,34}
0x20b1 {1350,1350,32,32}
0x20b2 {6127,6127,21,21}
0x20b3 {5447,93,23,16,9}
0x20b4 {8176,8176,19,19}
0x20b5 {5320,164,38,13,9}
0x20b6 {5447,84,14,9,3}
0x20b7 {8177,8177,15,15,7,7}
0x20b8 {2373,2373,31,31}
0x20b9 {1771,199,23,9,9}
0x20ba {451,451,32,11,2}
0x20bb {5320,5320,18,18,3,3}
0x20bc {4081,200,15,9,9}
0x20bd {2541,2541,20,20,6,6}
0x20be {8174,8174,16,16,2,2}
0x20bf {451,451,32,23,1,1,1}
0x20c1 {5101,5101,7}
0x20c2 {241,241,8}
0x20c3 {496,496,7,7}
0x20c4 {14315,152,32}
0x20c5 {6127,6127,21,21}
0x20c6 {4074,4074,29,29}
0x20c7 {14315,179,39,7,1}
0x20c8 {367,43,10}
0x20c9 {7798,7798,23,23}
0x20ca {7147,7147,12,12}
0x20cb {172,110,13,13,7}
0x20cc {2032,2032,25,25}
0x20cd {16369,353,30,11,6}
0x20ce {16369,327,33,8,8}
0x20cf {1764,1764,29,29,1,1}
0x20d0 {3241,146,42}
0x20d1 {8177,8177,22,22}
0x20d2 {1008,1008,9,9}
0x20d3 {16369,141,9,9,9}
0x20d4 {7891,7891,33,33}
0x20d5 {5447,114,12,12,8}
0x20d6 {16369,98,13,8,8}
0x20d7 {1006,1006,11,11,4,4}
0x20d8 {8174,8174,33,33}
0x20d9 {1519,195,22,7,6}
0x20da {16369,87,34,10,6}
0x20db {7651,7651,10,10,2,2}
0x20dc {15827,335,60,9,9}
0x20dd {1008,1008,13,13,2,2}
0x20de {916,916,11,11,6,6}
0x20df {1771,19,19,13,1,1,1}
0x20e0 {151,151,24}
0x20e1 {238,238,21,21}
0x20e2 {8177,8177,20,20}
0x20e3 {1939,58,52,19,1}
0x20e4 {3542,3542,35,35}
0x20e5 {5101,64,59,8,8}
0x20e6 {1351,123,20,10,8}
0x20e7 {8177,8177,14,14,1,1}
0x20e8 {1771,1771,14,14}
0x20e9 {13321,187,48,16,9}
0x20ea {16369,186,48,11,2}
0x20eb {8174,8174,24,24,8,8}
0x20ec {16369,42,41,19,7}
0x20ed {8177,8177,15,15,2,2}
0x20ee {112,112,50,50,3,3}
0x20ef {49,49,22,22,1,1,1}
0x20f0 {496,496,33,33}
0x20f1 {113,113,113,10,1}
0x20f2 {15827,316,19,6,6}
0x20f3 {1288,1288,34,34,1,1}
0x20f4 {2032,116,49,12,8}
0x20f5 {1722,1722,13,13,4,4}
0x20f6 {7651,7651,11,11,8,8}
0x20f7 {15827,356,27,13,1,1,1}
0x20f8 {16369,155,20,13,1}
0x20f9 {8177,8177,26,26,1,1}
0x20fa {6118,6118,22,22,2,2}
0x20fb {5341,233,15,12,1,1,1}
0x20fc {8177,8177,48,48,1,1}
0x20fd {11797,167,27,8,1,1,1}
0x20fe {1771,1771,16,16,1,1,1}
0x20ff {496,496,1,1,1,1,1,1}
0x2101 {496,496}
0x2102 {637,637}
0x2103 {2249,108,27}
0x2104 {7606,7606}
0x2105 {571,571,22}
0x2106 {16369,232,14}
0x2107 {8177,8177,23,23}
0x2108 {8177,8177}
0x2109 {14315,157,57}
0x210a {5341,127,14}
0x210b {154,154,15,15}
0x210c {2032,182,38}
0x210d {8177,8177,27,27}
0x210e {896,896,14,14}
0x210f {4431,4431,6,6,1}
0x2110 {76,76}
0x2111 {2249,97,33}
0x2112 {5101,165,42}
0x2113 {7987,7987,16,16}
0x2114 {3556,192,40}
0x2115 {854,854,18,18}
0x2116 {8177,8177,22,22}
0x2117 {805,207,28,17,6}
0x2118 {1939,1939,5}
0x2119 {3052,3052,28,28}
0x211a {4078,4078,22,22}
0x211b {15827,321,23,14,5}
0x211c {2653,2653,15,15}
0x211d {5101,84,21,19,6}
0x211e {4081,69,23,7,7}
0x211f {1008,1008,21,21,1,1}
0x2121 {1519,144,55}
0x2122 {5447,40,16}
0x2123 {8176,8176,15,15}
0x2124 {5447,181,3}
0x2125 {2373,2373,32,32}
0x2126 {358,358,16,16}
0x2127 {616,54,22,12,7}
0x2128 {11797,224,40}
0x2129 {1350,1350,38,38}
0x212a {513,513,24,24}
0x212b {16369,150,51,14,6}
0x212c {1008,1008,39,39}
0x212d {113,113,113,21,3}
0x212e {4431,4431,11,5,5}
0x212f {1891,1891,28,28,5,5}
0x2130 {16369,243,52}
0x2131 {351,351,21,21}
0x2132 {7860,7860,20,20}
0x2133 {5320,54,31,13,11}
0x2134 {1891,1891,31,31}
0x2135 {15827,426,52,16,9}
0x2136 {13321,195,37,13,3}
0x2137 {7798,7798,28,28,4,4}
0x2138 {490,490,29,29}
0x2139 {5447,87,50,6,5}
0x213a {4081,189,31,5,5}
0x213b {7147,7147,29,29,6,6}
0x213c {5447,182,38,8,8}
0x213d {2032,2032,5,5,5,5}
0x213e {8177,8177,29,29,5,5}
0x213f {16369,31,31,14,1,1,1}
0x2141 {5447,149,38}
0x2142 {16369,148,7}
0x2143 {6127,6127,23,23}
0x2144 {112,112,34}
0x2145 {8176,8176,19,19}
0x2146 {2621,2621,28,28}
0x2147 {14315,145,39,7,5}
0x2148 {5341,150,9}
0x2149 {203,203,24,24}
0x214a {172,172,7,7}
0x214b {196,126,8,8,8}
0x214c {7147,7147,18,18}
0x214d {46,46,7,7,5}
0x214e {16369,213,38,17,7}
0x214f {4078,4078,25,25,5,5}
0x2150 {115,72,72}
0x2151 {70,70,10,10}
0x2152 {451,451,22,22}
0x2153 {14315,131,16,12,8}
0x2154 {8176,8176,36,36}
0x2155 {5341,137,33,11,2}
0x2156 {1351,311,23,15,2}
0x2157 {8177,8177,26,26,2,2}
0x2158 {3052,3052,25,25}
0x2159 {751,70,24,7,6}
0x215a {14315,76,22,10,2}
0x215b {7860,7860,28,28,5,5}
0x215c {15827,159,54,5,5}
0x215d {8177,8177,5,5,5,5}
0x215e {826,826,20,20,2,2}
0x215f {91,56,24,5,2,2,1}
0x2161 {8177,8177,25,25}
0x2162 {8174,8174,19,19}
0x2163 {16369,28,28,8,8}
0x2164 {7987,7987,28,28}
0x2165 {16369,41,30,14,8}
0x2166 {16369,53,31,15,7}
0x2167 {1288,1288,14,14,5,5}
0x2168 {8176,8176,34,34}
0x2169 {11797,101,18,18,8}
0x216a {14315,153,31,7,2}
0x216b {301,301,15,15,6,6}
0x216c {141,141,22,15,3}
0x216d {4074,4074,36,36,2,2}
0x216e {6127,6127,11,11,5,5}
0x216f {15827,109,58,12,9,5,1}
0x2170 {2373,2373,24,24}
0x2171 {16369,338,21,10,7}
0x2172 {2032,116,18,15,10}
0x2173 {2526,2526,20,20,3,3}
0x2174 {16369,103,35,5,5}
0x2175 {6127,6127,33,33,8,8}
0x2176 {1008,1008,26,26,5,5}
0x2177 {16369,246,21,9,6,3,1}
0x2178 {5101,100,48,13,9}
0x2179 {496,496,41,41,8,8}
0x217a {8177,8177,38,38,2,2}
0x217b {4081,327,20,15,12,3,1}
0x217c {1006,1006,20,20,5,5}
0x217d {1771,1771,14,14,7,5,1}
0x217e {1771,77,42,12,2,2,1}
0x217f {7987,7987,8,8,1,1,1,1}
0x2181 {5447,151,29}
0x2182 {751,100,26}
0x2183 {406,406,18,18}
0x2184 {16369,265,13}
0x2185 {8177,8177,13,13}
0x2186 {1624,1624,31,31}
0x2187 {11797,68,40,10,1}
0x2188 {14315,240,32}
0x2189 {2032,2032,36,36}
0x218a {1081,1081,7,7}
0x218b {141,141,22,7,6}
0x218c {8174,8174,11,11}
0x218d {5447,331,27,7,7}
0x218e {5320,204,49,14,8}
0x218f {7987,7987,39,39,1,1}
0x2191 {8177,8177,37,37}
0x2192 {3034,3034,22,22}
0x2193 {5447,98,36,9,6}
0x2194 {91,91,12,12}
0x2195 {1519,69,29,11,6}
0x2196 {15827,152,19,9,6}
0x2197 {7860,7860,13,13,5,5}
0x2198 {2716,2716,37,37}
0x2199 {13321,267,25,18,3}
0x219a {5101,146,35,11,7}
0x219b {358,358,10,10,6,6}
0x219c {4081,69,33,18,5}
0x219d {8174,8174,25,25,6,6}
0x219e {1764,1764,29,29,6,6}
0x219f {16369,199,35,6,1,1,1}
0x21a1 {490,490,13,13}
0x21a2 {7987,7987,28,28}
0x21a3 {4081,66,22,6,6}
0x21a4 {1288,1288,8,8}
0x21a5 {5341,375,32,7,7}
0x21a6 {15827,73,31,14,6}
0x21a7 {8177,8177,33,33,6,6}
0x21a8 {7651,7651,9,9}
0x21a9 {1057,275,27,8,6}
0x21aa {241,241,17,9,2}
0x21ab {1156,1156,22,22,6,6}
0x21ac {5101,164,34,8,8}
0x21ad {1771,1771,27,27,2,2}
0x21ae {8174,8174,11,11,8,8}
0x21af {14315,89,35,6,6,4,1}
0x21b0 {110,110,21,21}
0x21b1 {616,66,29,9,8}
0x21b2 {637,10,10,9,5}
0x21b3 {8177,8177,18,18,5,5}
0x21b4 {5447,203,16,16,3}
0x21b5 {156,156,23,23,2,2}
0x21b6 {6127,6127,16,16,2,2}
0x21b7 {3556,12,12,12,6,2,1}
0x21b8 {259,51,33,10,9}
0x21b9 {637,637,19,19,6,6}
0x21ba {1008,1008,5,5,5,5}
0x21bb {113,113,113,10,8,2,1}
0x21bc {8177,8177,5,5,5,5}
0x21bd {5447,175,37,13,6,2,1}
0x21be {16369,146,40,19,8,5,1}
0x21bf {1846,1846,28,28,1,1,1,1}
0x21c1 {6127,6127,36,36}
0x21c2 {376,376,28,28}
0x21c3 {16369,79,26,6,1}
0x21c4 {1567,1567,18,18}
0x21c5 {14315,221,25,9,9}
0x21c6 {3241,261,41,18,7}
0x21c7 {4074,4074,30,30,1,1}
0x21c8 {238,238,43,43}
0x21c9 {5101,5101,39,17,9}
0x21ca {16369,86,50,17,7}
0x21cb {1129,1129,16,16,3,3}
0x21cc {5101,72,26,13,6}
0x21cd {1008,1008,30,30,5,5}
0x21ce {8177,8177,20,20,3,3}
0x21cf {2032,162,41,17,1,1,1}
0x21d1 {1057,122,8,8,8}
0x21d2 {609,609,29,9,8}
0x21d3 {2032,2032,18,18,3,3}
0x21d4 {301,111,28,15,9}
0x21d5 {451,451,22,22,6,6}
0x21d6 {1246,1246,15,15,6,6}
0x21d7 {16369,276,33,22,5,5,1}
0x21d8 {113,113,17,17,5}
0x21d9 {8174,8174,31,31,6,6}
0x21da {3052,3052,27,27,5,5}
0x21db {700,156,12,12,7,2,1}
0x21dc {7860,7860,13,13,8,8}
0x21dd {11797,278,31,13,10,2,1}
0x21de {15827,484,22,11,10,3,1}
0x21df {2373,2373,17,17,1,1,1,1}
0x21e1 {637,637,28,13,1}
0x21e2 {49,49,10,10,5}
0x21e3 {8177,8177,19,19,1,1}
0x21e4 {16369,327,23,18,8}
0x21e5 {70,70,13,13,6,6}
0x21e6 {1764,1764,28,28,5,5}
0x21e7 {5101,118,44,13,1,1,1}
0x21e8 {5101,5101,12,12,11}
0x21e9 {2621,2621,33,33,5,5}
0x21ea {2366,2366,8,8,2,2}
0x21eb {1519,191,25,9,5,5,1}
0x21ec {6127,6127,15,15,4,4}
0x21ed {15827,89,8,8,7,2,1}
0x21ee {5447,195,11,11,10,3,1}
0x21ef {8176,8176,13,13,1,1,1,1}
0x21f0 {190,190,15,15,1}
0x21f1 {1008,1008,22,22,1,1}
0x21f2 {8177,8177,15,15,5,5}
0x21f3 {5101,291,24,12,1,1,1}
0x21f4 {2026,2026,36,36,5,5}
0x21f5 {16369,219,25,7,6,4,1}
0x21f6 {16369,75,20,11,7,5,1}
0x21f7 {196,196,6,6,1,1,1,1}
0x21f8 {7891,7891,25,25,1,1}
0x21f9 {1351,212,15,6,1,1,1}
0x21fa {15827,377,33,5,2,2,1}
0x21fb {8174,8174,40,40,1,1,1,1}
0x21fc {581,581,10,10,1,1,1}
0x21fd {2621,2621,20,20,1,1,1,1}
0x21fe {616,616,23,23,1,1,1,1}
0x21ff {5447,322,1,1,1,1,1,1,1}
0x2201 {2653,2653}
0x2202 {112,112}
0x2203 {15827,124,29}
0x2204 {875,875}
0x2205 {16369,193,41}
0x2206 {5447,229,25}
0x2207 {6118,6118,8,8}
0x2208 {26,26}
0x2209 {1519,303,52}
0x220a {240,14,8}
0x220b {8177,8177,25,25}
0x220c {15827,102,19}
0x220d {8176,8176,25,25}
0x220e {1891,1891,31,31}
0x220f {13321,179,30,19,1}
0x2211 {5341,101,25}
0x2212 {1519,45,27}
0x2213 {1008,1008,25,25}
0x2214 {15827,69,28}
0x2215 {1510,1510,16,16}
0x2216 {7606,7606,21,21}
0x2217 {1691,1691,38,9,8}
0x2218 {113,113,113}
0x2219 {3542,3542,26,26}
0x221a {8177,8177,18,18}
0x221b {4081,155,19,9,8}
0x221c {172,172,20,20}
0x221d {5101,85,39,22,9}
0x221e {14315,172,11,11,11}
0x221f {8177,8177,23,23,1,1}
0x2221 {16369,167,33}
0x2222 {240,24,4}
0x2223 {1771,1771,25,25}
0x2224 {241,156,14}
0x2225 {8174,8174,21,21}
0x2226 {8177,8177,40,40}
0x2227 {14315,207,41,4,4}
0x2228 {196,10,4}
0x2229 {2541,2541,33,33}
0x222a {70,70,4,4}
0x222b {2249,143,16,13,4}
0x222c {7891,7891,19,19}
0x222d {571,571,17,6,6}
0x222e {5447,49,25,17,4}
0x222f {896,896,21,21,4,4}
0x2231 {172,172,20,20}
0x2232 {8177,8177,35,35}
0x2233 {5341,92,21,5,4}
0x2234 {8174,8174,50,50}
0x2235 {1939,109,13,13,6}
0x2236 {241,241,21,12,6}
0x2237 {8177,8177,20,20,4,4}
0x2238 {6127,6127,31,31}
0x2239 {16369,203,31,12,4}
0x223a {5341,86,29,14,4}
0x223b {3706,3706,27,27,4,4}
0x223c {1771,226,32,4,4}
0x223d {301,301,23,23,4,4}
0x223e {1008,1008,16,16,4,4}
0x223f {2032,218,32,18,1,1,1}
0x2241 {5320,114,23}
0x2242 {13321,158,53}
0x2243 {8174,8174,19,19}
0x2244 {5447,395,7}
0x2245 {7891,7891,35,35}
0x2246 {2032,2032,25,25}
0x2247 {5341,85,23,19,5}
0x2248 {181,181,54}
0x2249 {112,112,31,31}
0x224a {301,301,17,17}
0x224b {15827,233,51,13,7}
0x224c {4078,4078,26,26}
0x224d {15827,105,21,11,3}
0x224e {15827,55,23,10,9}
0x224f {343,343,16,16,4,4}
0x2251 {7651,7651,24,24}
0x2252 {8174,8174,20,20}
0x2253 {4081,17,17,14,7}
0x2254 {3052,3052,46,46}
0x2255 {4431,4431,24,5,5}
0x2256 {1771,151,38,10,8}
0x2257 {1008,1008,8,8,4,4}
0x2258 {1008,1008,24,24}
0x2259 {5101,161,18,11,5}
0x225a {181,116,35,7,7}
0x225b {8177,8177,28,28,5,5}
0x225c {14315,25,20,12,8}
0x225d {730,730,18,18,5,5}
0x225e {513,513,21,21,7,7}
0x225f {113,113,113,14,8,4,1}
0x2261 {462,462,17,17}
0x2262 {6127,6127,25,25}
0x2263 {5341,200,28,7,6}
0x2264 {496,496,7,7}
0x2265 {4081,188,32,6,6}
0x2266 {14315,103,20,7,4}
0x2267 {7891,7891,31,31,4,4}
0x2268 {8177,8177,27,27}
0x2269 {16369,327,27,4,4}
0x226a {16369,18,15,11,4}
0x226b {16,16,4,4,4,4}
0x226c {1519,30,30,15,3}
0x226d {1764,1764,26,26,3,3}
0x226e {4074,4074,31,31,4,4}
0x226f {16369,49,45,4,4,4,1}
0x2271 {16369,57,39,9,8}
0x2272 {451,451,32,11,6}
0x2273 {8177,8177,33,33,10,10}
0x2274 {5101,5101,24,12,7}
0x2275 {8176,8176,17,17,4,4}
0x2276 {203,203,24,24,7,7}
0x2277 {241,156,29,7,7,4,1}
0x2278 {5447,247,37,4,4}
0x2279 {6127,6127,19,19,4,4}
0x227a {8176,8176,20,20,7,7}
0x227b {420,420,14,14,5,4,1}
0x227c {1129,1129,17,17,6,6}
0x227d {16369,104,36,14,5,5,1}
0x227e {1006,162,22,15,10,6,1}
0x227f {1350,1350,30,30,1,1,1,1}
0x2281 {5447,153,29}
0x2282 {172,20,6}
0x2283 {8177,8177,12,12}
0x2284 {5447,238,14}
0x2285 {196,196,8,8}
0x2286 {8177,8177,37,37}
0x2287 {5447,185,41,9,6}
0x2289 {7987,7987,11,11}
0x228a {112,112,4,4}
0x228b {805,207,25,13,7}
0x228c {1891,1891,11,11}
0x228d {113,113,113,7,7}
0x228e {14315,185,38,12,9}
0x228f {342,342,40,40,4,4}
0x2291 {3706,3706,22,22}
0x2292 {7147,7147,37,37}
0x2293 {4431,4431,39,12,8}
0x2294 {8176,8176,33,33}
0x2295 {16369,73,34,19,6}
0x2296 {5101,43,43,18,6}
0x2297 {3052,3052,28,28,6,6}
0x2298 {7147,7147,22,22}
0x2299 {11797,161,38,18,4}
0x229a {15827,125,35,16,10}
0x229b {2716,2716,5,5,5,5}
0x229c {16369,353,25,10,10}
0x229d {8177,8177,38,38,4,4}
0x229e {6118,6118,19,19,4,4}
0x229f {14315,205,56,6,6,4,1}
0x22a1 {1939,1939,22,22}
0x22a2 {42,42,4,4}
0x22a3 {91,56,16,7,7}
0x22a4 {8177,8177,14,14}
0x22a5 {15827,294,7,7,6}
0x22a6 {1519,194,34,6,6}
0x22a7 {112,112,31,31,4,4}
0x22a8 {10,10,4,4}
0x22a9 {14315,267,41,10,4}
0x22aa {240,12,2,2,2}
0x22ab {2373,2373,13,13,2,2}
0x22ac {16369,238,53,10,4}
0x22ad {2526,2526,21,21,6,6}
0x22ae {7891,7891,22,22,2,2}
0x22af {49,49,49,5,2,2,2}
0x22b1 {14315,211,29,9,8}
0x22b2 {5101,5101,19,12,9}
0x22b3 {190,190,29,29,6,6}
0x22b4 {1519,185,9,9,9}
0x22b5 {7987,7987,29,29,6,6}
0x22b6 {616,616,28,28,4,4}
0x22b7 {16369,363,12,12,7,4,2}
0x22b8 {2249,66,45,10,4}
0x22b9 {8176,8176,47,47,4,4}
0x22ba {1891,1891,24,24,2,2}
0x22bb {5447,346,40,12,4,3,2}
0x22bc {2366,2366,25,25,8,8}
0x22bd {2032,180,11,11,6,6,2}
0x22be {5447,56,17,9,2,2,2}
0x22bf {203,203,24,24,2,2,1,1}
0x22c1 {1624,1624,15,15}
0x22c2 {8177,8177,34,34}
0x22c3 {2590,62,34,10,7}
0x22c4 {3034,3034,14,14}
0x22c5 {15827,15,4,4,4}
0x22c6 {5447,287,30,12,10}
0x22c7 {7651,7651,35,35,7,7}
0x22c9 {5101,183,9,7,7}
0x22ca {11797,198,11,11,6}
0x22cb {7126,7126,27,27,3,3}
0x22cc {16369,301,47,19,4}
0x22cd {6127,6127,19,19,9,9}
0x22ce {2156,2156,24,24,4,4}
0x22cf {16369,45,32,7,6,4,1}
0x22d1 {241,241,24,20,8}
0x22d2 {16369,24,24,20,6}
0x22d3 {8177,8177,23,23,4,4}
0x22d4 {14315,89,28,12,6}
0x22d5 {4078,4078,15,15,7,7}
0x22d6 {28,28,10,10,9,9}
0x22d7 {15827,241,35,4,4,4,2}
0x22d8 {4081,87,31,17,10}
0x22d9 {1764,1764,14,14,7,7}
0x22da {7606,7606,19,19,4,4}
0x22db {16369,196,43,11,11,2,2}
0x22dc {7987,7987,31,31,8,8}
0x22dd {14315,229,49,6,6,2,2}
0x22de {5101,81,25,16,7,4,2}
0x22df {2032,2032,24,24,6,6,1,1}
0x22e1 {15827,143,26,15,10}
0x22e2 {16369,49,19,8,8}
0x22e3 {1156,1156,17,17,8,8}
0x22e4 {5447,107,14,14,7}
0x22e5 {8177,8177,15,15,3,3}
0x22e6 {1350,1350,28,28,4,4}
0x22e7 {112,112,16,16,8,3,1}
0x22e8 {115,72,72,10,4}
0x22e9 {1510,1510,16,16,4,4}
0x22ea {2621,2621,26,26,2,2}
0x22eb {16369,49,33,13,7,3,2}
0x22ec {6496,6496,23,23,4,4}
0x22ed {14315,233,8,8,8,2,2}
0x22ee {49,49,22,22,4,4,2}
0x22ef {451,451,23,23,6,6,1,1}
0x22f1 {2373,2373,29,29,4,4}
0x22f2 {2032,2032,24,24,4,4}
0x22f3 {16369,86,30,13,6,3,1}
0x22f4 {8177,8177,24,24,6,6}
0x22f5 {241,156,17,13,6,4,2}
0x22f6 {1057,275,27,11,9,4,2}
0x22f7 {1722,1722,8,8,4,4,1,1}
0x22f8 {2590,2590,13,13,4,4}
0x22f9 {16369,108,44,9,7,4,1}
0x22fa {343,343,26,26,2,2,2}
0x22fb {6127,6127,27,27,5,5,1,1}
0x22fc {616,236,46,19,9,8,1}
0x22fd {8176,8176,23,23,5,5,1,1}
0x22fe {8177,8177,12,12,2,2,1,1}
0x22ff {16369,153,43,9,1,1,1,1,1}
0x2301 {5101,146,25}
0x2302 {343,224,18}
0x2303 {2032,2032,11,11}
0x2304 {1006,330,27}
0x2305 {8177,8177,12,12}
0x2306 {854,854,7,7}
0x2307 {16369,263,39,10,1}
0x2309 {2026,2026,16,16}
0x230a {637,637,13,13}
0x230b {13321,73,27,7,5}
0x230c {8176,8176,33,33}
0x230d {1519,221,45,8,5}
0x230e {16369,313,7,7,7}
0x230f {7891,7891,29,29,1,1}
0x2311 {112,112,11,11}
0x2312 {1156,1156,20,20}
0x2313 {16369,28,20,9,8}
0x2314 {8177,8177,21,21}
0x2315 {5341,425,38,10,6}
0x2316 {11797,20,18,8,8}
0x2317 {8174,8174,21,21,4,4}
0x2318 {46,46,5,5}
0x2319 {15827,73,25,9,4}
0x231a {16369,62,35,10,5}
0x231b {7147,7147,25,25,8,8}
0x231c {14315,145,31,7,5}
0x231d {8176,8176,17,17,7,7}
0x231e {8177,8177,27,27,4,4}
0x231f {241,241,17,9,1,1,1}
0x2321 {2156,2156,24,24}
0x2322 {8177,8177,57,57}
0x2323 {16369,145,26,5,5}
0x2324 {8174,8174,28,28}
0x2325 {1939,1939,47,16,6}
0x2326 {5341,177,25,17,6}
0x2327 {6127,6127,31,31,5,5}
0x2329 {103,103,31,5,5}
0x232a {13321,13,13,13,4}
0x232b {4078,4078,5,5,5,5}
0x232c {16369,152,8,4,4}
0x232d {916,916,12,12,5,5}
0x232e {496,496,18,18,4,4}
0x232f {15827,5,5,5,5,5,1}
0x2331 {16369,39,26,10,4}
0x2332 {1519,131,31,13,4}
0x2333 {7651,7651,33,33,4,4}
0x2334 {15827,69,35,9,7}
0x2335 {6118,6118,14,14,7,7}
0x2336 {8177,8177,15,15,6,6}
0x2337 {14315,149,32,7,7,4,1}
0x2338 {16369,255,13,13,4}
0x2339 {8177,8177,27,27,4,4}
0x233a {4074,4074,37,37,4,4}
0x233b {2032,128,34,9,4,4,1}
0x233c {1288,1288,14,14,4,4}
