0x200 {}
0x2ab {1013,47,2,2,2}
0x2ad {641,9,9,2,2}
0x2ae {305,56,2,2,2}
0x2af {498,498,2,2,2,2}
0x2b1 {158,158,8,8}
0x2b3 {331,47,6,3,3}
0x2b5 {1013,47,8,2,2}
0x2b6 {245,76,8,2,2}
0x2b7 {53,53,6,6,2,2}
0x2b9 {21,21,21,3,3}
0x2ba {25,25,2,2,2}
0x2bb {92,92,3,3,2,2}
0x2bd {455,455,7,7,2,2}
0x2be {498,498,2,2,2,2}
0x2bf {116,40,2,2,1,1,1}
0x2c1 {50,30,11}
0x2c3 {500,500,10,10}
0x2c5 {4,4,4,4}
0x2c6 {50,50,6,6}
0x2c7 {1013,7,7,6,1}
0x2c9 {498,498,5,5}
0x2cb {1013,3,3,3,3}
0x2cd {331,16,16,2,2}
0x2ce {879,21,4,4,4}
0x2cf {371,371,5,5,1,1}
0x2d1 {501,501,5,5}
0x2d3 {641,22,4,4,4}
0x2d5 {331,45,7,2,2}
0x2d6 {21,21,21,2,2}
0x2d7 {110,110,4,4,2,2}
0x2d9 {95,95,10,2,2}
0x2db {501,501,2,2,2,2}
0x2dd {116,116,2,2,2,2}
0x2de {501,501,5,5,2,2}
0x2df {879,17,15,5,1,1,1}
0x2e1 {160,160,7,7}
0x2e3 {1013,22,5,3,1}
0x2e5 {245,3,3,3,3}
0x2e7 {145,145,3,3,1,1}
0x2e9 {879,21,4,4,4}
0x2eb {74,74,3,3,2,2}
0x2ed {63,63,2,2,2,2}
0x2ee {24,24,8,8,2,2}
0x2ef {21,21,21,3,1,1,1}
0x2f1 {200,28,6,4,1}
0x2f3 {455,455,3,3,1,1}
0x2f5 {242,242,6,6,2,2}
0x2f7 {245,18,9,3,1,1,1}
0x2f9 {371,371,5,5,1,1}
0x2fb {1013,14,9,3,1,1,1}
0x2fd {1013,16,16,5,1,1,1}
0x2fe {8,8,2,2,1,1,1}
0x2ff {424,424,1,1,1,1,1,1}
0x301 {8,8}
0x303 {879,70,1}
0x305 {21,21,21}
0x307 {455,455,1,1}
0x309 {1013,50,11}
0x30b {242,242,8,8}
0x30d {11,11,2,2}
0x30f {245,46,1,1,1}
0x311 {23,12,12}
0x313 {176,176,6,6}
0x315 {410,410,8,8}
0x317 {60,60,9,4,1}
0x319 {501,501,3,3}
0x31b {1013,22,15,2,1}
0x31d {245,13,13,2,1}
0x31f {92,92,1,1,1,1}
0x323 {424,424,11,11}
0x325 {371,371,7,7}
0x327 {1013,73,10,5,1}
0x329 {30,30,3,3}
0x32b {245,72,6,3,3}
0x32d {1013,13,6,2,2}
0x32f {53,53,5,5,1,1}
0x333 {305,29,3,3,1}
0x335 {305,43,3,2,2}
0x337 {362,362,7,7,1,1}
0x339 {32,32,3,3,1}
0x33b {501,501,8,8,1,1}
0x33d {500,500,8,8,1,1}
0x33f {1013,41,1,1,1,1,1}
0x343 {501,501,8,8}
0x345 {24,24,8,8}
0x347 {116,24,8,6,1}
0x34b {879,19,4,4,4}
0x34d {879,51,12,2,2}
0x34f {238,238,7,7,1,1}
0x353 {83,5,5,3,3}
0x355 {20,20,3,2,2}
0x357 {63,63,4,4,2,2}
0x35b {32,32,2,2,2,2}
0x35d {501,501,2,2,2,2}
0x35f {331,21,14,4,1,1,1}
0x363 {20,10,4,2,1}
0x367 {500,500,7,7,1,1}
0x36b {145,145,2,2,2,2}
0x36d {2,2,2,2,2,2}
0x36f {1013,69,14,2,1,1,1}
0x373 {498,498,11,11,1,1}
0x377 {879,9,9,2,1,1,1}
0x37b {331,45,7,2,1,1,1}
0x37d {21,21,21,2,1,1,1}
0x37f {95,95,1,1,1,1,1,1}
0x383 {14,14,1,1}
0x387 {331,22,1,1,1}
0x38b {1013,45,12,3,1}
0x38f {501,501,1,1,1,1}
0x393 {35,35,4,3,1}
0x397 {160,160,3,3,1,1}
0x39b {53,53,5,5,1,1}
0x39f {641,45,1,1,1,1,1}
0x3a7 {371,371,3,3,1,1}
0x3ab {20,20,6,6,2,2}
0x3af {879,20,15,5,1,1,1}
0x3b7 {21,21,21,2,1,1,1}
0x3bb {14,6,5,2,1,1,1}
0x3bf {498,498,1,1,1,1,1,1}
0x3c7 {18,18,1,1,1,1}
0x3cf {95,60,1,1,1,1,1}
0x3d7 {41,41,10,4,1,1,1}
0x3df {501,501,1,1,1,1,1,1}
0x3ef {20,20,1,1,1,1,1,1}
0x3ff {1,1,1,1,1,1,1,1,1}
