0x800 {}
0xc05 {498,160,24}
0xc07 {2035,2035,1,1}
0xc09 {499,89,14}
0xc0b {408,408,10,10}
0xc0d {1941,1941,2,2}
0xc0f {807,39,1,1,1}
0xc11 {573,144,15}
0xc13 {93,93,10,10}
0xc15 {1004,1004,10,10}
0xc17 {1011,142,11,11,1}
0xc19 {1521,1521,3,3}
0xc1b {1353,205,17,2,1}
0xc1d {114,42,20,2,1}
0xc1f {2034,2034,1,1,1,1}
0xc21 {81,81,22}
0xc23 {670,670,13,13}
0xc25 {1941,1941,22,22}
0xc27 {16,16,9,9,1}
0xc29 {2032,2032,10,10}
0xc2b {4083,151,18,12,5}
0xc2d {243,243,13,2,2}
0xc2f {360,360,13,13,1,1}
0xc31 {583,583,4,4}
0xc33 {1011,103,22,5,1}
0xc35 {243,56,16,2,2}
0xc37 {192,192,10,10,1,1}
0xc39 {243,158,16,5,1}
0xc3b {2035,2035,12,12,1,1}
0xc3d {1290,1290,10,10,1,1}
0xc3f {573,95,1,1,1,1,1}
0xc43 {1521,1521,21,21}
0xc45 {1766,1766,27,27}
0xc47 {3925,99,26,11,1}
0xc49 {2035,2035,19,19}
0xc4b {4083,48,6,6,6}
0xc4d {1011,53,20,7,7}
0xc4f {240,240,8,8,1,1}
0xc51 {48,48,4,4}
0xc53 {499,7,7,6,4}
0xc55 {499,47,8,8,3}
0xc57 {2035,2035,17,17,4,4}
0xc59 {3925,67,8,8,3}
0xc5b {2034,2034,13,13,2,2}
0xc5d {1893,1893,14,14,2,2}
0xc5f {93,58,18,6,1,1,1}
0xc63 {3925,103,20,4,1}
0xc65 {443,183,22,4,3}
0xc67 {498,498,10,10,1,1}
0xc69 {2655,31,16,4,3}
0xc6b {267,267,13,13,2,2}
0xc6d {2032,2032,2,2,2,2}
0xc6f {18,18,18,4,1,1,1}
0xc71 {51,30,30,4,1}
0xc73 {236,236,12,12,1,1}
0xc75 {1521,1521,18,18,2,2}
0xc77 {4083,107,13,4,1,1,1}
0xc79 {198,198,10,10,1,1}
0xc7b {1290,70,12,4,1,1,1}
0xc7d {303,18,18,4,1,1,1}
0xc7f {583,583,1,1,1,1,1,1}
0xc83 {280,280,17,17}
0xc85 {422,422,14,14}
0xc87 {90,56,20,9,1}
0xc89 {90,90,8,8}
0xc8b {243,243,19,5,4}
0xc8d {4083,91,17,7,6}
0xc8f {2035,2035,16,16,1,1}
0xc93 {51,51,51,5,4}
0xc95 {303,113,20,10,3}
0xc97 {58,58,7,7,3,3}
0xc99 {3925,90,3,3,3}
0xc9b {1521,1521,14,14,5,5}
0xc9d {328,328,8,8,6,6}
0xc9f {499,13,13,5,1,1,1}
0xca3 {1011,7,7,7,4}
0xca5 {807,92,16,4,3}
0xca7 {1893,1893,8,8,3,3}
0xca9 {8,8,3,3,3}
0xcab {1766,1766,25,25,3,3}
0xcad {198,198,12,12,2,2}
0xcaf {261,5,5,5,3,3,1}
0xcb3 {1941,1941,12,12,3,3}
0xcb5 {50,50,20,20,2,2}
0xcb7 {443,183,6,6,5,2,1}
0xcb9 {2035,2035,10,10,3,3}
0xcbb {499,82,9,3,3,2,1}
0xcbd {4083,71,24,4,4,2,1}
0xcbf {732,732,22,22,1,1,1,1}
0xcc3 {3243,193,15,13,1}
0xcc5 {4083,74,12,7,3}
0xcc7 {1848,1848,10,10,1,1}
0xccb {2035,2035,12,12,3,3}
0xccd {670,670,3,3,2,2}
0xccf {2655,185,3,3,1,1,1}
0xcd3 {114,114,6,6,3,3}
0xcd5 {623,623,3,3,2,2}
0xcd7 {3925,188,22,4,3,2,1}
0xcd9 {44,44,3,3,2,2}
0xcdb {1353,71,19,2,2,2,1}
0xcdd {1011,86,14,2,2,2,1}
0xcdf {2035,2035,14,14,1,1,1,1}
0xce3 {1773,1773,16,16,1,1}
0xce5 {1512,1512,6,6,3,3}
0xce7 {4083,75,32,14,1,1,1}
0xceb {303,303,14,6,5,2,1}
0xced {499,67,16,2,2,2,1}
0xcef {2034,2034,8,8,1,1,1,1}
0xcf3 {4083,152,13,9,1,1,1}
0xcf5 {499,32,24,4,3,2,1}
0xcf7 {51,51,16,16,1,1,1,1}
0xcf9 {24,24,3,3,1,1,1}
0xcfb {1008,1008,5,5,1,1,1,1}
0xcfd {2035,2035,10,10,1,1,1,1}
0xcff {3925,105,1,1,1,1,1,1,1}
0xd03 {639,639,15,15}
0xd05 {48,48,7,7}
0xd07 {3925,22,20,8,1}
0xd0b {499,57,15,7,4}
0xd0d {4083,105,17,2,2}
0xd0f {498,498,20,20,1,1}
0xd13 {81,50,6,6,5}
0xd15 {4083,89,11,5,5}
0xd17 {2035,2035,10,10,4,4}
0xd1b {608,608,4,4,2,2}
0xd1d {1521,1521,17,17,2,2}
0xd1f {499,87,10,8,1,1,1}
0xd23 {243,158,28,5,4}
0xd25 {93,93,10,10,3}
0xd27 {492,492,6,6,3,3}
0xd2b {750,750,11,11,4,4}
0xd2d {2034,2034,19,19,2,2}
0xd2f {303,43,9,5,4,4,1}
0xd33 {1766,1766,16,16,3,3}
0xd35 {2035,2035,13,13,2,2}
0xd37 {303,73,25,4,4,2,1}
0xd3b {3925,153,11,3,3,2,1}
0xd3d {79,27,5,5,5,2,1}
0xd3f {583,583,17,17,1,1,1,1}
0xd43 {3925,63,13,5,5}
0xd47 {9,9,9,9,9,9}
0xd4b {670,670,5,5,4,4}
0xd4d {1773,1773,16,16,2,2}
0xd4f {51,30,24,5,3,3,1}
0xd53 {1893,1893,5,5,3,3}
0xd55 {12,12,3,3,2,2}
0xd57 {499,129,22,4,2,2,2}
0xd5b {174,22,8,2,2,2,2}
0xd5d {3925,87,22,2,2,2,2}
0xd5f {2032,2032,6,6,2,2,1,1}
0xd63 {72,72,6,6,2,2}
0xd67 {243,243,10,10,3,2,1}
0xd6b {499,35,17,2,2,2,2}
0xd6d {174,2,2,2,2,2,2}
0xd6f {1893,1893,9,9,2,2,1,1}
0xd73 {183,40,9,5,4,2,1}
0xd75 {53,53,53,2,2,2,2}
0xd77 {2034,2034,21,21,2,2,1,1}
0xd7b {2035,2035,7,7,2,2,1,1}
0xd7d {240,240,5,5,2,2,1,1}
0xd7f {498,76,24,8,1,1,1,1,1}
0xd83 {72,8,8,2,1}
0xd87 {1766,1766,10,10,1,1}
0xd8b {2035,2035,23,23,2,2}
0xd8d {36,36,2,2,2,2}
0xd8f {4083,59,22,7,1,1,1}
0xd93 {2032,2032,21,21,4,4}
0xd97 {1353,17,7,7,5,2,1}
0xd9b {243,243,10,2,2,2,1}
0xd9d {3243,148,21,2,2,2,1}
0xd9f {453,453,8,8,1,1,1,1}
0xda3 {2035,2035,19,19,2,2}
0xda7 {1011,41,19,6,6,2,1}
0xdab {4083,141,24,2,2,2,2}
0xdad {9,2,2,2,2,2,2}
0xdaf {856,856,12,12,2,2,1,1}
0xdb3 {499,50,14,2,2,2,1}
0xdb7 {2035,2035,2,2,2,2,1,1}
0xdbb {18,18,2,2,2,2,1,1}
0xdbd {2035,2035,2,2,2,2,1,1}
0xdbf {3925,45,33,7,1,1,1,1,1}
0xdc3 {174,174,9,9,1,1}
0xdc7 {443,183,12,6,1,1,1}
0xdcb {1011,53,4,3,3,2,1}
0xdcf {2035,2035,11,11,1,1,1,1}
0xdd3 {4083,48,33,3,3,2,1}
0xdd7 {360,360,6,6,2,2,1,1}
0xddb {205,205,2,2,2,2,1,1}
0xddd {78,78,2,2,2,2,1,1}
0xddf {4083,71,10,8,1,1,1,1,1}
0xde3 {243,243,13,9,1,1,1}
0xde7 {2035,2035,16,16,1,1,1,1}
0xdeb {1004,1004,15,15,2,2,1,1}
0xdef {2655,97,26,4,1,1,1,1,1}
0xdf3 {1521,1521,18,18,1,1,1,1}
0xdf7 {3243,41,8,4,1,1,1,1,1}
0xdfb {51,15,12,6,1,1,1,1,1}
0xdfd {90,90,11,8,1,1,1,1,1}
0xdff {618,618,1,1,1,1,1,1,1,1}
0xe03 {18,18,1,1}
0xe07 {1353,45,1,1,1}
0xe0b {4083,58,16,3,1}
0xe0f {345,345,1,1,1,1}
0xe13 {4083,97,28,6,1}
0xe17 {828,828,12,12,1,1}
0xe1b {2035,2035,21,21,1,1}
0xe1f {1011,65,1,1,1,1,1}
0xe23 {51,51,4,4,1}
0xe27 {750,750,8,8,1,1}
0xe2b {2032,2032,10,10,3,3}
0xe2f {443,183,9,5,1,1,1}
0xe33 {2035,2035,19,19,1,1}
0xe37 {3925,121,9,9,1,1,1}
0xe3b {174,16,4,4,1,1,1}
0xe3f {618,618,1,1,1,1,1,1}
0xe47 {50,50,20,20,1,1}
0xe4b {51,51,3,3,3,3}
0xe4f {4083,117,22,7,1,1,1}
0xe53 {56,56,9,9,3,3}
0xe57 {2655,109,19,3,3,3,1}
0xe5b {261,38,15,3,3,2,1}
0xe5f {2035,2035,9,9,1,1,1,1}
0xe67 {4083,43,23,9,1,1,1}
0xe6b {303,28,22,9,4,2,1}
0xe6f {1512,1512,5,5,1,1,1,1}
0xe73 {18,8,6,3,1,1,1}
0xe77 {1941,1941,14,14,1,1,1,1}
0xe7b {1766,1766,10,10,1,1,1,1}
0xe7f {1073,1073,1,1,1,1,1,1,1}
0xe87 {623,623,12,12,1,1}
0xe8b {50,50,20,20,4,4}
0xe8f {498,64,22,8,1,1,1}
0xe97 {1353,44,10,6,5,3,1}
0xe9b {499,141,11,3,3,2,1}
0xe9f {1008,1008,8,8,1,1,1,1}
0xea7 {243,56,23,3,3,3,1}
0xeab {81,81,22,6,2,2,2}
0xeaf {422,422,10,10,2,2,1,1}
0xeb7 {498,498,13,13,2,2,1,1}
0xebb {1893,1893,19,19,2,2,1,1}
0xebf {114,114,26,6,1,1,1,1,1}
0xec7 {2655,49,16,7,1,1,1}
0xecf {2034,2034,19,19,1,1,1,1}
0xed7 {2035,2035,5,5,2,2,1,1}
0xedb {12,12,2,2,2,2,1,1}
0xedf {243,243,21,9,1,1,1,1,1}
0xee7 {72,72,6,6,1,1,1,1}
0xeef {51,15,15,5,1,1,1,1,1}
0xef7 {105,66,29,4,1,1,1,1,1}
0xefb {73,73,10,6,1,1,1,1,1}
0xeff {1521,1521,1,1,1,1,1,1,1,1}
0xf07 {24,24,1,1,1,1}
0xf0f {3243,105,1,1,1,1,1}
0xf17 {4083,60,20,4,1,1,1}
0xf1f {2035,2035,1,1,1,1,1,1}
0xf27 {51,30,30,10,1,1,1}
0xf2f {2034,2034,9,9,1,1,1,1}
0xf37 {1773,1773,16,16,1,1,1,1}
0xf3f {1011,104,1,1,1,1,1,1,1}
0xf4f {453,453,12,12,1,1,1,1}
0xf57 {54,54,22,22,2,2,1,1}
0xf5f {183,40,15,10,1,1,1,1,1}
0xf6f {499,84,11,8,1,1,1,1,1}
0xf77 {48,48,5,4,1,1,1,1,1}
0xf7f {2032,2032,1,1,1,1,1,1,1,1}
0xf8f {28,28,1,1,1,1,1,1}
0xf9f {3925,25,1,1,1,1,1,1,1}
0xfaf {21,10,10,10,1,1,1,1,1}
0xfbf {2035,2035,1,1,1,1,1,1,1,1}
0xfdf {30,30,1,1,1,1,1,1,1,1}
0xfff {1,1,1,1,1,1,1,1,1,1,1}
