0x800 {}
0xaa9 {1011,20,3,3,2}
0xaaa {2,2,2,2,2}
0xaab {2035,2035,2,2,2,2}
0xaad {670,670,11,11,2,2}
0xaae {1521,1521,2,2,2,2}
0xaaf {3925,82,2,2,2,2,2}
0xab1 {243,243,17,7,3}
0xab3 {78,78,12,12,3,3}
0xab5 {750,750,18,18,2,2}
0xab6 {2032,2032,14,14,2,2}
0xab7 {499,33,25,8,2,2,2}
0xab9 {1004,1004,15,15,3,3}
0xaba {2035,2035,2,2,2,2}
0xabb {1011,100,8,3,2,2,2}
0xabd {499,71,15,9,2,2,2}
0xabe {3925,52,2,2,2,2,2}
0xabf {2035,2035,2,2,2,2,1,1}
0xac1 {2032,2032,10,10}
0xac3 {499,66,12,5,5}
0xac5 {1011,65,4,4,4}
0xac6 {3925,51,15,5,5}
0xac7 {2035,2035,7,7,5,5}
0xac9 {4083,90,15,9,3}
0xacb {30,30,3,3,3,3}
0xacd {2035,2035,19,19,2,2}
0xace {1008,1008,13,13,4,4}
0xacf {499,112,6,6,3,3,1}
0xad1 {3925,108,10,9,6}
0xad3 {2035,2035,18,18,4,4}
0xad5 {198,198,9,9,2,2}
0xad6 {2035,2035,5,5,2,2}
0xad7 {1011,23,13,4,2,2,2}
0xad9 {453,453,21,21,2,2}
0xada {50,50,20,20,2,2}
0xadb {73,73,9,2,2,2,2}
0xadd {573,47,12,2,2,2,2}
0xade {1290,98,10,7,2,2,2}
0xadf {492,492,14,14,2,2,1,1}
0xae1 {1290,52,16,13,5}
0xae3 {2032,2032,13,13,3,3}
0xae5 {623,623,3,3,3,3}
0xae6 {498,498,5,5,4,4}
0xae7 {243,158,25,3,3,3,1}
0xae9 {2034,2034,21,21,4,4}
0xaeb {4083,41,21,3,2,2,2}
0xaed {3925,107,13,2,2,2,2}
0xaee {4083,133,21,5,2,2,2}
0xaef {72,72,12,12,2,2,1,1}
0xaf1 {1941,1941,9,9,4,4}
0xaf3 {1011,82,7,3,3,3,1}
0xaf5 {4083,13,13,7,2,2,2}
0xaf6 {499,17,17,9,2,2,2}
0xaf7 {670,670,14,14,2,2,1,1}
0xaf9 {499,24,23,5,3,3,1}
0xafa {33,33,2,2,2,2,2}
0xafb {422,422,10,10,2,2,1,1}
0xafd {72,72,13,13,2,2,1,1}
0xafe {1893,1893,2,2,2,2,1,1}
0xaff {243,56,2,2,1,1,1,1,1}
0xb01 {79,27,24}
0xb03 {328,328,18,18}
0xb05 {51,51,4,4}
0xb06 {54,54,22,22}
0xb07 {499,45,20,9,1}
0xb09 {670,670,5,5}
0xb0b {1011,11,11,3,3}
0xb0d {1353,73,16,2,2}
0xb0e {499,29,15,6,4}
0xb0f {2035,2035,13,13,1,1}
0xb11 {2035,2035,20,20}
0xb13 {3243,83,4,4,4}
0xb15 {73,73,4,4,4}
0xb16 {51,30,4,4,4}
0xb17 {498,498,15,15,3,3}
0xb19 {498,44,19,7,3}
0xb1b {1893,1893,25,25,2,2}
0xb1d {16,16,4,4,2,2}
0xb1e {1521,1521,8,8,4,4}
0xb1f {261,71,10,10,1,1,1}
0xb21 {108,108,11,11}
0xb23 {4083,149,5,5,5}
0xb25 {573,71,15,3,3}
0xb26 {90,90,11,6,3}
0xb27 {1941,1941,6,6,3,3}
0xb29 {9,9,9,9,3}
0xb2b {618,618,3,3,3,3}
0xb2d {2035,2035,8,8,2,2}
0xb2e {1848,1848,12,12,3,3}
0xb2f {1011,49,33,3,3,3,1}
0xb31 {573,39,19,6,3}
0xb33 {72,72,7,7,3,3}
0xb35 {50,50,20,20,2,2}
0xb36 {2035,2035,6,6,2,2}
0xb37 {573,34,8,8,5,2,1}
0xb39 {639,639,7,7,3,3}
0xb3b {3925,34,13,3,3,2,1}
0xb3d {303,28,18,9,4,2,1}
0xb3e {499,49,23,5,4,4,1}
0xb3f {240,240,11,11,1,1,1,1}
0xb41 {1773,1773,27,27}
0xb43 {1011,85,17,6,5}
0xb45 {243,243,4,4,4}
0xb47 {1004,1004,8,8,4,4}
0xb49 {807,39,23,5,3}
0xb4b {345,345,20,20,3,3}
0xb4d {114,114,6,6,2,2}
0xb4e {1941,1941,4,4,3,3}
0xb4f {3925,7,7,7,4,4,1}
0xb51 {1011,5,5,5,5}
0xb53 {2034,2034,9,9,4,4}
0xb55 {1941,1941,17,17,2,2}
0xb56 {72,72,7,7,2,2}
0xb57 {18,18,8,4,2,2,2}
0xb59 {2032,2032,14,14,2,2}
0xb5b {499,32,22,2,2,2,2}
0xb5d {499,96,10,2,2,2,2}
0xb5e {4083,91,22,8,2,2,2}
0xb5f {1521,1521,14,14,2,2,1,1}
0xb61 {807,85,13,2,2}
0xb63 {2035,2035,24,24,2,2}
0xb65 {328,328,14,14,2,2}
0xb67 {1290,70,13,4,4,2,1}
0xb69 {453,453,13,13,2,2}
0xb6b {3925,63,25,2,2,2,2}
0xb6d {3925,2,2,2,2,2,2}
0xb6e {93,58,18,2,2,2,2}
0xb6f {1766,1766,14,14,2,2,1,1}
0xb71 {198,198,6,6,2,2}
0xb73 {807,92,29,3,3,2,1}
0xb75 {2655,52,24,2,2,2,2}
0xb76 {73,73,10,2,2,2,2}
0xb77 {1893,1893,8,8,2,2,1,1}
0xb79 {1353,97,22,5,5,2,1}
0xb7b {1512,1512,14,14,2,2,1,1}
0xb7d {2035,2035,11,11,2,2,1,1}
0xb7e {670,670,13,13,2,2,1,1}
0xb7f {807,51,23,8,1,1,1,1,1}
0xb81 {2034,2034,10,10}
0xb83 {243,158,21,3,1}
0xb85 {105,66,16,3,3}
0xb87 {1521,1521,18,18,1,1}
0xb89 {81,81,22,4,4}
0xb8b {100,100,3,3,3,3}
0xb8d {1893,1893,9,9,2,2}
0xb8e {48,48,5,5,4,4}
0xb8f {499,8,8,8,1,1,1}
0xb91 {1073,1073,27,7,4}
0xb93 {2035,2035,3,3,3,3}
0xb95 {1512,1512,3,3,3,3}
0xb97 {51,3,3,3,3,3,1}
0xb99 {1773,1773,11,11,3,3}
0xb9b {498,136,13,3,3,2,1}
0xb9d {3925,76,20,3,3,2,1}
0xb9e {1353,64,19,8,5,3,1}
0xb9f {2034,2034,9,9,1,1,1,1}
0xba1 {4083,103,17,7,5}
0xba3 {1290,1290,16,16,4,4}
0xba5 {198,198,4,4,3,3}
0xba7 {443,183,17,7,4,3,1}
0xba9 {1008,1008,15,15,4,4}
0xbab {807,114,17,3,2,2,2}
0xbad {1011,65,8,2,2,2,2}
0xbae {53,53,53,10,2,2,2}
0xbaf {623,623,11,11,2,2,1,1}
0xbb1 {750,750,18,18,2,2}
0xbb3 {3925,83,17,3,3,2,1}
0xbb5 {499,97,6,2,2,2,2}
0xbb7 {280,280,16,16,2,2,1,1}
0xbb9 {573,81,16,3,3,2,1}
0xbbb {2035,2035,3,3,2,2,1,1}
0xbbd {2034,2034,18,18,2,2,1,1}
0xbbe {422,422,6,6,2,2,1,1}
0xbbf {198,38,17,6,1,1,1,1,1}
0xbc1 {2655,101,13,11,1}
0xbc3 {639,639,20,20,1,1}
0xbc5 {2034,2034,14,14,3,3}
0xbc7 {27,14,14,4,1,1,1}
0xbc9 {2035,2035,5,5,3,3}
0xbcb {23,3,3,3,3,3,1}
0xbcd {499,88,6,6,6,2,1}
0xbcf {48,48,10,10,1,1,1,1}
0xbd1 {2032,2032,18,18,4,4}
0xbd3 {303,303,11,10,4,3,1}
0xbd5 {3925,24,13,12,2,2,2}
0xbd7 {205,205,4,4,2,2,1,1}
0xbd9 {4083,75,18,6,5,2,1}
0xbdb {618,618,13,13,2,2,1,1}
0xbdd {1521,1521,16,16,2,2,1,1}
0xbde {60,60,5,5,2,2,1,1}
0xbdf {4083,59,33,6,1,1,1,1,1}
0xbe1 {2035,2035,11,11,1,1}
0xbe3 {499,69,7,7,1,1,1}
0xbe5 {240,88,12,3,3,3,1}
0xbe7 {50,50,20,20,1,1,1,1}
0xbe9 {18,8,8,8,4,4,1}
0xbeb {1521,1521,18,18,2,2,1,1}
0xbed {268,268,13,13,2,2,1,1}
0xbef {1353,113,14,5,1,1,1,1,1}
0xbf1 {51,30,8,8,1,1,1}
0xbf3 {2032,2032,6,6,1,1,1,1}
0xbf5 {2035,2035,8,8,2,2,1,1}
0xbf7 {1011,86,15,11,1,1,1,1,1}
0xbf9 {1290,1290,10,10,1,1,1,1}
0xbfb {114,42,18,6,1,1,1,1,1}
0xbfd {1353,38,17,8,1,1,1,1,1}
0xbfe {21,21,2,2,1,1,1,1,1}
0xbff {2035,2035,1,1,1,1,1,1,1,1}
0xc01 {10,10}
0xc03 {1353,110,1}
