0x8000 {}
0x809a {32751,32751,14,14}
0x809b {42971,646,15,15,12}
0x809c {23606,23606,17,17}
0x809d {13091,489,45,13,10}
0x809e {65519,416,42,11,11}
0x809f {27543,27543,31,31,1,1}
0x80a0 {238,238}
0x80a1 {7649,317,56}
0x80a2 {86,52,10}
0x80a3 {24557,24557,48,48}
0x80a4 {16367,136,13}
0x80a5 {30644,30644,21,21}
0x80a6 {257,257,35,35}
0x80a7 {65519,226,71,36,12}
0x80a8 {494,26,12}
0x80a9 {4583,4583,49,49}
0x80aa {152,152,2,2}
0x80ab {2539,2539,15,15,2}
0x80ac {32751,32751,13,13}
0x80ad {16367,379,63,12,12}
0x80ae {65519,298,14,14,2}
0x80af {10906,10906,15,15,2,2}
0x80b0 {63441,130,82}
0x80b1 {3050,3050,30,30}
0x80b2 {32751,32751,50,50}
0x80b3 {63441,413,51,15,11}
0x80b4 {10204,10204,44,44}
0x80b5 {21467,292,53,15,13}
0x80b6 {449,449,30,13,3}
0x80b7 {4079,4079,30,30,12,12}
0x80b8 {1079,1079,25,25}
0x80b9 {21829,173,72,28,11}
0x80ba {21829,414,36,13,2}
0x80bb {16364,16364,42,42,3,3}
0x80bc {201,201,22,22,11}
0x80bd {32751,32751,19,19,8,8}
0x80be {32750,32750,34,34,2,2}
0x80bf {110,110,29,29,1,1,1}
0x80c0 {32751,32751}
0x80c1 {8174,394,64}
0x80c2 {63441,64,47}
0x80c3 {3540,3540,44,44}
0x80c4 {64881,476,51}
0x80c5 {30689,30689,50,50}
0x80c6 {23606,23606,37,37}
0x80c7 {21829,227,87,38,1}
0x80c8 {13319,13319,12}
0x80c9 {32750,32750,44,44}
0x80ca {32751,32751,14,14}
0x80cb {65519,235,9,9,9}
0x80cc {15608,15608,44,44}
0x80cd {697,697,30,30,12}
0x80ce {57321,550,21,17,14}
0x80cf {7649,7649,47,47,1,1}
0x80d0 {65519,223,51}
0x80d1 {32751,32751,28,28}
0x80d2 {2092,2092,35,35}
0x80d3 {47507,537,28,28,11}
0x80d4 {3554,3554,56,56}
0x80d5 {57321,641,71,25,10}
0x80d6 {65519,205,80,28,13}
0x80d7 {3394,3394,56,56,4,4}
0x80d8 {10694,10694,22,22}
0x80d9 {14306,242,62,24,9}
0x80da {5339,465,52,16,9}
0x80db {1517,1517,65,65,2,2}
0x80dc {239,154,48,18,18}
0x80dd {4076,4076,48,48,2,2}
0x80de {439,439,67,67,8,8}
0x80df {65519,199,33,23,1,1,1}
0x80e0 {57321,58,52}
0x80e1 {32748,32748,61,61}
0x80e2 {7985,7985,29,29}
0x80e3 {65519,137,42,15,1}
0x80e4 {3890,3890,64,64}
0x80e5 {6773,192,59,10,10}
0x80e6 {13091,287,67,22,12}
0x80e7 {4583,4583,75,75,1,1}
0x80e8 {32751,32751,16,16}
0x80e9 {239,239,32,27,11}
0x80ea {4353,320,104,18,2}
0x80eb {188,188,41,41,9,9}
0x80ec {1769,558,23,23,12}
0x80ed {27543,27543,79,79,2,2}
0x80ee {1004,1004,20,20,3,3}
0x80ef {4758,448,76,32,1,1,1}
0x80f0 {24548,24548,61,61}
0x80f1 {63441,479,85,25,1}
0x80f2 {57321,290,29,28,14}
0x80f3 {4665,4665,43,43,1,1}
0x80f4 {13091,198,104,19,11}
0x80f5 {32750,32750,38,38,4,4}
0x80f6 {1379,1379,34,34,12,12}
0x80f7 {13319,414,55,26,1,1,1}
0x80f8 {64881,394,90,22,1}
0x80f9 {635,635,23,23,1,1}
0x80fa {26654,26654,27,27,2,2}
0x80fb {21829,229,58,20,1,1,1}
0x80fc {4665,4665,35,35,1,1}
0x80fd {63441,203,47,16,1,1,1}
0x80fe {614,64,64,22,1,1,1}
0x80ff {568,568,1,1,1,1,1,1}
0x8101 {488,488}
0x8102 {4583,4583}
0x8103 {4079,261,16}
0x8104 {31666,31666}
0x8105 {7985,7985,50}
0x8106 {6494,6494,32}
0x8107 {4665,4665,59,59}
0x8108 {7889,7889}
0x8109 {3053,215,32}
0x810a {65519,375,49}
0x810b {1230,1230,50,50}
0x810c {65519,199,45}
0x810d {3794,3794,36,36}
0x810e {28628,28628,31,31}
0x810f {16367,345,22,13,1}
0x8110 {1076,1076}
0x8111 {57321,505,68}
0x8112 {65519,423,85}
0x8113 {3554,3554,25,25}
0x8114 {16367,370,43}
0x8115 {32750,32750,40,40}
0x8116 {4583,4583,34,34}
0x8117 {65519,709,57,25,7}
0x8118 {57321,408,34}
0x8119 {9749,9749,17,17}
0x811a {494,494,31,31}
0x811b {239,33,33,12,12}
0x811c {75,75,36,36}
0x811d {16367,63,63,12,11}
0x811e {59039,641,76,21,13}
0x811f {32748,32748,39,39,1,1}
0x8120 {32369,32369}
0x8121 {63441,189,53}
0x8122 {42971,442,36}
0x8123 {3260,3260,31,31}
0x8124 {63441,260,3}
0x8125 {635,635,36,36}
0x8126 {32750,32750,49,49}
0x8127 {1349,1349,63,32,7}
0x8128 {7649,331,56}
0x8129 {1286,1286,23,23}
0x812a {32751,32751,20,20}
0x812b {5099,724,59,28,7}
0x812c {1508,1508,20,20}
0x812d {21829,184,43,27,3}
0x812e {65519,203,57,14,10}
0x812f {4665,4665,55,55,8,8}
0x8130 {16367,139,73}
0x8131 {30689,30689,23,23}
0x8132 {4744,4744,28,28}
0x8133 {63441,199,67,33,12}
0x8134 {1006,1006,40,40}
0x8135 {21829,643,79,27,7}
0x8136 {65519,185,37,24,3}
0x8137 {8174,8174,42,42,4,4}
0x8138 {194,194,20,20}
0x8139 {1622,192,57,15,7}
0x813a {21829,155,61,12,12}
0x813b {32751,32751,53,53,11,11}
0x813c {64881,337,56,15,15}
0x813d {32748,32748,37,37,5,5}
0x813e {7985,7985,46,46,13,13}
0x813f {1762,1762,26,26,1,1,1}
0x8140 {110,110}
0x8141 {4079,504,26}
0x8142 {65519,331,7}
0x8143 {32751,32751,53,53}
0x8144 {299,299,19}
0x8145 {16364,16364,52,52}
0x8146 {4583,4583,16,16}
0x8147 {4076,708,32,7,7}
0x8148 {65519,462,75}
0x8149 {24557,24557,29,29}
0x814a {10524,10524,51,51}
0x814b {57321,214,84,10,8}
0x814c {30689,30689,56,56}
0x814d {2651,188,29,14,7}
0x814e {365,365,114,15,9}
0x814f {32750,32750,35,35,7,7}
0x8150 {65519,267,57}
0x8151 {10906,10906,46,46}
0x8152 {3794,3794,32,32}
0x8153 {63441,288,55,15,7}
0x8154 {8168,8168,40,40}
0x8155 {5099,289,36,23,2}
0x8156 {57321,409,69,25,2}
0x8157 {4079,4079,37,37,2,2}
0x8158 {1007,1007,53,53}
0x8159 {21829,67,63,24,14}
0x815a {11051,919,77,33,2}
0x815b {7604,7604,56,56,11,11}
0x815c {16367,411,57,32,12}
0x815d {27543,27543,23,23,5,5}
0x815e {31666,31666,38,38,2,2}
0x815f {239,154,25,24,2,2,1}
0x8160 {64881,277,73}
0x8161 {32751,32751,48,48}
0x8162 {32750,32750,71,71}
0x8163 {1937,1937,78,10,10}
0x8164 {24557,24557,26,26}
0x8165 {299,299,44,16,9}
0x8166 {13091,771,13,13,13}
0x8167 {824,824,27,27,14,14}
0x8168 {31604,31604,35,35}
0x8169 {21829,148,45,15,15}
0x816a {47507,345,68,20,2}
0x816b {32751,32751,21,21,12,12}
0x816c {7985,7985,30,16,3}
0x816d {2030,2030,30,30,2,2}
0x816e {1006,1006,43,43,9,9}
0x816f {63441,601,27,8,8,8,1}
0x8170 {1041,1041,19,19}
0x8171 {3554,328,24,20,15}
0x8172 {65519,327,42,18,10}
0x8173 {31666,31666,38,38,3,3}
0x8174 {7649,21,21,21,14}
0x8175 {32751,32751,38,38,12,12}
0x8176 {4076,4076,47,47,12,12}
0x8177 {63441,519,51,13,13,3,1}
0x8178 {8174,82,51,31,11}
0x8179 {908,908,31,31,14,14}
0x817a {579,579,22,22,2,2}
0x817b {13091,201,85,16,15,3,1}
0x817c {238,238,112,112,10,10}
0x817d {13091,703,51,19,10,7,1}
0x817e {299,299,62,16,2,2,1}
0x817f {24557,24557,44,44,1,1,1,1}
0x8181 {63441,536,8}
0x8182 {4079,4079,9}
0x8183 {110,110,8,8}
0x8184 {6494,534,21}
0x8185 {325,325,63,63}
0x8186 {30644,30644,59,59}
0x8187 {2651,2651,26,8,1}
0x8188 {21467,255,12}
0x8189 {16364,16364,31,31}
0x818a {7145,7145,14,14}
0x818b {21829,455,15,15,8}
0x818c {32750,32750,55,55}
0x818d {365,238,14,14,8}
0x818e {65519,371,15,10,10}
0x818f {4079,4079,13,13,1,1}
0x8190 {57321,78,78}
0x8191 {1508,1508,34,34}
0x8192 {28642,28642,29,29}
0x8193 {239,154,49,17,8}
0x8194 {77,77,77,77}
0x8195 {59039,100,76,36,9}
0x8196 {16367,387,26,25,11}
0x8197 {31604,31604,53,53,7,7}
0x8198 {12248,12248,54,54}
0x8199 {57321,689,43,12,3}
0x819a {21829,491,57,13,12}
0x819b {4583,4583,26,26,8,8}
0x819c {4353,456,47,15,7}
0x819d {194,194,13,13,8,8}
0x819e {32751,32751,33,33,11,11}
0x819f {16367,103,19,14,1,1,1}
0x81a0 {5099,604,47}
0x81a1 {2126,2126,57,57}
0x81a2 {2143,2143,34,34}
0x81a3 {2539,2539,49,27,10}
0x81a4 {9532,9532,22,22}
0x81a5 {65519,295,38,17,10}
0x81a6 {21829,238,10,10,10}
0x81a7 {2651,2651,26,26,10,10}
0x81a8 {803,803,34,34}
0x81a9 {42971,195,31,24,12}
0x81aa {63441,346,40,20,2}
0x81ab {728,728,41,41,8,8}
0x81ac {63441,633,66,23,7}
0x81ad {32751,32751,44,44,2,2}
0x81ae {2030,2030,26,26,9,9}
0x81af {1349,394,63,12,8,4,1}
0x81b0 {10694,10694,51,51}
0x81b1 {63441,85,85,18,11}
0x81b2 {16367,135,71,12,7}
0x81b3 {1769,1769,36,36,10,10}
0x81b4 {65519,467,85,15,3}
0x81b5 {7124,7124,50,50,2,2}
0x81b6 {9749,9749,43,43,2,2}
0x81b7 {21829,103,51,27,15,2,1}
0x81b8 {65519,573,45,26,14}
0x81b9 {6461,6461,15,15,10,10}
0x81ba {15732,15732,13,13,5,5}
0x81bb {1154,1154,15,15,9,2,1}
0x81bc {7649,7649,14,14,5,5}
0x81bd {9255,191,15,15,14,2,1}
0x81be {1762,1762,12,12,12,7,1}
0x81bf {31666,31666,48,48,1,1,1,1}
0x81c0 {299,299,52}
0x81c1 {495,495,24,24}
0x81c2 {24548,24548,28,28}
0x81c3 {65519,436,55,27,1}
0x81c4 {32751,32751,21,21}
0x81c5 {8174,342,74,9,9}
0x81c6 {65519,123,81,11,9}
0x81c7 {32750,32750,46,46,1,1}
0x81c8 {32750,32750,57,57}
0x81c9 {63441,327,75,29,9}
0x81ca {7649,189,67,23,7}
0x81cb {914,914,32,32,3,3}
0x81cc {3554,72,59,20,15}
0x81cd {16360,16360,64,64,9,9}
0x81ce {10779,10779,43,43,3,3}
0x81cf {65519,151,52,14,1,1,1}
0x81d0 {1286,1286,17,17}
0x81d1 {65519,834,80,19,16}
0x81d2 {299,299,14,11,11}
0x81d3 {31988,31988,29,29,3,3}
0x81d4 {64881,405,50,20,7}
0x81d5 {32751,32751,17,17,9,9}
0x81d6 {28642,28642,59,59,9,9}
0x81d7 {1937,1937,40,16,8,7,1}
0x81d8 {63441,216,25,17,17}
0x81d9 {494,494,10,10,10,10}
0x81da {4665,4665,21,21,9,9}
0x81db {7985,533,22,22,9,2,1}
0x81dc {2028,2028,31,31,8,8}
0x81dd {21829,522,32,15,10,2,1}
0x81de {47507,421,84,13,13,3,1}
0x81df {1254,1254,23,23,1,1,1,1}
0x81e0 {30644,30644,45,45}
0x81e1 {5099,5099,36,18,1}
0x81e2 {57321,179,22,7,7}
0x81e3 {32751,32751,51,51,1,1}
0x81e4 {63441,219,55,21,7}
0x81e5 {10906,10906,47,47,10,10}
0x81e6 {7145,7145,61,61,10,10}
0x81e7 {13091,308,44,29,1,1,1}
0x81e8 {16367,387,58,24,7}
0x81e9 {32751,32751,32,32,7,7}
0x81ea {32750,32750,21,21,2,2}
0x81eb {69,69,69,28,11,7,1}
0x81ec {30689,30689,55,55,4,4}
0x81ed {18429,321,98,35,8,2,1}
0x81ee {65519,181,29,22,12,3,1}
0x81ef {2588,2588,20,20,1,1,1,1}
0x81f0 {7985,7985,61,29,1}
0x81f1 {32748,32748,39,39,1,1}
0x81f2 {325,325,31,31,7,7}
0x81f3 {365,365,114,32,1,1,1}
0x81f4 {2714,2714,36,36,14,14}
0x81f5 {57321,601,50,15,10,4,1}
0x81f6 {3839,1012,44,13,12,8,1}
0x81f7 {10779,10779,41,41,1,1,1,1}
0x81f8 {1349,1349,39,39,1,1}
0x81f9 {1349,469,61,17,1,1,1}
0x81fa {4076,244,32,23,2,2,1}
0x81fb {852,852,36,36,1,1,1,1}
0x81fc {65519,79,79,24,1,1,1}
0x81fd {24557,24557,56,56,1,1,1,1}
0x81fe {1224,1224,32,32,1,1,1,1}
0x81ff {1349,319,1,1,1,1,1,1,1}
0x8201 {10219,10219}
0x8202 {104,104}
0x8203 {42971,318,77}
0x8204 {7985,7985}
0x8205 {4353,868,31}
0x8206 {64881,356,16}
0x8207 {32750,32750,51,51}
0x8208 {194,194}
0x8209 {64881,114,47}
0x820a {110,34,8}
0x820b {32751,32751,30,30}
0x820c {69,69,69}
0x820d {7124,7124,50,50}
0x820e {32751,32751,16,16}
0x820f {635,635,36,23,1}
0x8210 {32751,32751}
0x8211 {299,69,22}
0x8212 {13091,382,78}
0x8213 {16364,16364,55,55}
0x8214 {65519,301,110}
0x8215 {299,299,19,19}
0x8216 {2714,2714,73,73}
0x8217 {55319,350,109,28,7}
0x8218 {16367,481,63}
0x8219 {32750,32750,58,58}
0x821a {27543,27543,39,39}
0x821b {21467,519,76,16,6}
0x821c {32748,32748,22,22}
0x821d {63441,681,49,22,7}
0x821e {2539,2539,49,30,8}
0x821f {6116,6116,32,32,1,1}
0x8220 {44,44}
0x8221 {21467,571,77}
0x8222 {494,10,10}
0x8223 {1769,1769,27,27}
0x8224 {7649,468,63}
0x8225 {32750,32750,29,29}
0x8226 {1007,1007,54,54}
0x8227 {16367,243,62,15,14}
0x8228 {494,16,6}
0x8229 {24557,24557,53,53}
0x822a {238,238,6,6}
0x822b {65519,153,69,7,7}
0x822c {4583,4583,41,41}
0x822d {63441,212,85,12,7}
0x822e {42971,630,61,19,6}
0x822f {28628,28628,43,43,11,11}
0x8230 {21829,183,81}
0x8231 {16360,16360,48,48}
0x8232 {635,635,36,36}
0x8233 {65519,477,28,18,12}
0x8234 {1286,1286,36,36}
0x8235 {8174,288,33,16,16}
0x8236 {13091,478,71,18,12}
0x8237 {30689,30689,59,59,10,10}
0x8238 {6461,6461,31,31}
0x8239 {7145,7145,47,47,10}
0x823a {569,569,45,23,6}
0x823b {8174,8174,33,33,6,6}
0x823c {5339,559,42,21,10}
0x823d {1007,1007,44,44,9,9}
0x823e {32748,32748,26,26,11,11}
0x823f {4079,4079,65,30,1,1,1}
0x8241 {65519,295,42}
0x8242 {47507,249,16}
0x8243 {294,294,20,20}
0x8244 {65519,373,87}
0x8245 {24557,24557,23,23}
0x8246 {236,236,16,16}
0x8247 {59039,178,77,25,13}
0x8248 {65519,42,16}
0x8249 {32748,32748,59,59}
0x824a {32369,32369,16,16}
0x824b {3050,454,80,20,9}
0x824c {2714,2714,34,34}
0x824d {4758,402,56,19,3}
0x824e {569,569,9,9,9}
0x824f {32751,32751,70,70,7,7}
0x8250 {42971,541,55}
0x8251 {1006,1006,54,54}
0x8252 {10694,10694,40,40}
0x8253 {21829,351,71,22,6}
0x8254 {32751,32751,61,61}
0x8255 {64881,207,86,31,13}
0x8256 {13091,651,60,14,11}
0x8257 {2024,2024,40,40,7,7}
0x8258 {32748,32748,35,35}
0x8259 {16367,402,23,23,9}
0x825a {21829,221,55,19,9}
0x825b {803,803,71,71,6,6}
0x825c {2539,2539,61,16,11}
0x825d {914,914,30,30,8,8}
0x825e {3794,3794,26,26,8,8}
0x825f {65519,772,61,6,6,6,1}
0x8260 {65519,228,79}
0x8261 {5318,5318,22,22}
0x8262 {10219,10219,36,36}
0x8263 {7145,264,39,24,6}
0x8264 {16360,16360,59,59}
0x8265 {7985,242,31,16,16}
0x8266 {16367,288,31,24,9}
0x8267 {4583,4583,21,21,10,10}
0x8268 {299,299,40,40}
0x8269 {21467,647,35,35,6}
0x826a {57321,437,64,20,12}
0x826b {31988,31988,23,23,4,4}
0x826c {59039,385,66,9,3}
0x826d {32751,32751,36,36,3,3}
0x826e {32750,32750,35,35,6,6}
0x826f {365,365,44,15,14,4,1}
0x8270 {32750,32750,41,41}
0x8271 {64881,136,58,18,13}
0x8272 {57321,444,75,22,14}
0x8273 {24557,24557,25,25,12,12}
0x8274 {356,356,27,24,13}
0x8275 {1004,1004,51,51,8,8}
0x8276 {32751,32751,25,25,10,10}
0x8277 {57321,31,31,25,11,9,1}
0x8278 {63441,273,34,21,10}
0x8279 {1007,1007,57,57,10,10}
0x827a {2588,2588,23,23,9,9}
0x827b {4079,85,53,10,10,7,1}
0x827c {299,299,54,54,9,9}
0x827d {5099,5099,39,21,6,6,1}
0x827e {13091,274,49,34,9,6,1}
0x827f {28642,28642,39,39,1,1,1,1}
0x8281 {42971,247,56}
0x8282 {418,44,6}
0x8283 {1007,1007,48,48}
0x8284 {13091,237,84}
0x8285 {10204,10204,29,29}
0x8286 {24557,24557,39,39}
0x8287 {64881,431,69,8,6}
0x8288 {110,18,10}
0x8289 {1769,1769,31,31}
0x828a {236,236,8,8}
0x828b {64881,370,15,15,9}
0x828c {4079,4079,40,40}
0x828d {239,239,8,8,8}
0x828e {1937,1937,46,32,8}
0x828f {494,494,74,74,7,7}
0x8290 {635,53,11}
0x8291 {32750,32750,43,43}
0x8292 {32369,32369,37,37}
0x8293 {16367,369,59,11,11}
0x8294 {1412,1412,36,36}
0x8295 {63441,270,59,16,8}
0x8296 {7649,773,74,25,6}
0x8297 {4583,4583,55,55,10,10}
0x8298 {32751,32751,12,12}
0x8299 {65519,178,85,8,8}
0x829a {89,89,14,14,8}
0x829b {14264,14264,15,15,5,5}
0x829c {21829,331,48,11,8}
0x829d {12266,12266,48,48,8,8}
0x829e {10906,10906,45,45,6,6}
0x829f {11051,307,83,6,6,6,1}
0x82a0 {18,18,18}
0x82a1 {1007,1007,13,13}
0x82a2 {68,68,8,8}
0x82a3 {65519,221,57,15,15}
0x82a4 {1889,1889,29,29}
0x82a5 {42971,472,82,12,7}
0x82a6 {63441,275,29,13,13}
0x82a7 {32748,32748,19,19,11,11}
0x82a8 {232,232,6,6}
0x82a9 {21467,269,46,27,11}
0x82aa {154,38,2,2,2}
0x82ab {7889,7889,43,43,2,2}
0x82ac {16367,229,29,13,10}
0x82ad {32750,32750,41,41,8,8}
0x82ae {27543,27543,55,55,2,2}
0x82af {7649,235,27,18,2,2,2}
0x82b0 {24557,24557,39,39}
0x82b1 {4353,121,52,23,8}
0x82b2 {21829,412,27,15,11}
0x82b3 {3890,3890,27,27,6,6}
0x82b4 {65519,393,47,34,13}
0x82b5 {4079,4079,51,51,12,12}
0x82b6 {32748,32748,14,14,8,8}
0x82b7 {2714,634,54,43,6,6,2}
0x82b8 {7145,7145,23,23,6}
0x82b9 {4076,4076,41,41,13,13}
0x82ba {32751,32751,15,15,2,2}
0x82bb {4079,4079,39,28,12,3,2}
0x82bc {10214,10214,57,57,8,8}
0x82bd {1349,309,58,28,11,6,2}
0x82be {749,749,33,33,2,2,2}
0x82bf {32369,32369,29,29,2,2,1,1}
0x82c1 {32748,32748,53,53}
0x82c2 {32751,32751,38,38}
0x82c3 {65519,338,83,9,9}
0x82c4 {238,238,112,112}
0x82c5 {4079,300,57,14,4}
0x82c6 {63441,247,74,15,10}
0x82c7 {194,194,13,13,7,7}
0x82c8 {4583,4583,40,40}
0x82c9 {356,356,27,24,9}
0x82ca {57321,918,92,22,9}
0x82cb {32750,32750,9,9,3,3}
0x82cc {57321,214,24,24,9}
0x82cd {1517,1517,51,51,9,9}
0x82ce {1736,1736,48,48,8,8}
0x82cf {64881,275,40,18,14,5,1}
0x82d0 {852,852,29,29}
0x82d1 {7985,227,25,15,12}
0x82d2 {16367,525,46,15,6}
0x82d3 {32369,32369,37,37,7,7}
0x82d4 {21467,55,55,11,11}
0x82d5 {8174,8174,13,13,10,10}
0x82d6 {30689,30689,31,31,10,10}
0x82d7 {4353,331,77,21,9,4,2}
0x82d8 {19669,19669,40,13,12}
0x82d9 {30689,30689,70,70,11,11}
0x82da {28642,28642,25,25,8,8}
0x82db {365,365,114,12,9,2,2}
0x82dc {12266,12266,33,33,9,9}
0x82dd {57321,559,62,16,11,2,2}
0x82de {21467,567,44,11,10,8,2}
0x82df {16364,16364,39,39,6,6,1,1}
0x82e0 {4079,4079,39,39}
0x82e1 {65519,330,70,28,11}
0x82e2 {64881,485,82,14,10}
0x82e3 {1844,1844,45,45,9,9}
0x82e4 {42971,192,57,13,9}
0x82e5 {1517,1517,38,38,3,3}
0x82e6 {10214,10214,34,34,9,9}
0x82e7 {21829,512,72,12,8,3,1}
0x82e8 {4353,411,42,10,6}
0x82e9 {28642,28642,10,10,10,10}
0x82ea {24557,24557,21,21,2,2}
0x82eb {7649,80,58,18,14,3,2}
0x82ec {15732,15732,13,13,6,6}
0x82ed {16367,192,83,24,8,2,2}
0x82ee {65519,209,91,17,14,8,2}
0x82ef {4583,4583,51,51,13,13,1,1}
0x82f0 {4079,377,13,13,13}
0x82f1 {7889,7889,12,12,12,12}
0x82f2 {4364,4364,26,26,6,6}
0x82f3 {14306,198,31,27,14,3,1}
0x82f4 {325,325,21,21,9,9}
0x82f5 {65519,590,64,17,10,8,2}
0x82f6 {3050,660,14,8,8,8,2}
0x82f7 {1514,1514,16,16,8,8,1,1}
0x82f8 {8174,8174,12,12,8,8}
0x82f9 {19669,19669,11,11,11,6,1}
0x82fa {21829,330,56,26,2,2,2}
0x82fb {32751,32751,17,17,10,10,1,1}
0x82fc {21829,255,53,26,11,6,1}
0x82fd {488,488,24,24,8,8,1,1}
0x82fe {4079,4079,62,62,2,2,1,1}
0x82ff {47507,193,44,9,1,1,1,1,1}
0x8301 {57321,273,96}
0x8302 {57321,136,80}
0x8303 {2016,2016,24,24}
0x8304 {239,154,49}
0x8305 {32369,32369,46,46}
0x8306 {10214,10214,48,48}
0x8307 {614,234,44,17,1}
0x8308 {3053,215,49}
0x8309 {494,494,48,48}
0x830a {4079,4079,52,52}
0x830b {21467,201,58,23,7}
0x830c {32748,32748,53,53}
0x830d {239,52,23,23,8}
0x830e {4076,112,78,25,7}
0x830f {4079,4079,15,15,1,1}
0x8310 {63441,762,64}
0x8311 {32751,32751,53,53}
0x8312 {356,356,20,20}
0x8313 {64881,151,36,18,18}
0x8314 {9749,9749,67,67}
0x8315 {2588,60,40,24,8}
0x8316 {4079,4079,31,15,7}
0x8317 {28642,28642,57,57,11,11}
0x8318 {28642,28642,47,47}
0x8319 {9255,160,31,8,8}
0x831a {63441,169,38,22,7}
0x831b {12266,12266,50,50,7,7}
0x831c {2588,148,40,22,14}
0x831d {31988,31988,33,33,8,8}
0x831e {32751,32751,25,25,7,7}
0x831f {569,569,34,17,1,1,1}
