0x4000 {}
0x48d3 {15987,15987,34,34,8,8}
0x48d4 {32752,143,47,14,6}
0x48d5 {804,804,22,22,7,7}
0x48d6 {15733,15733,35,35,6,6}
0x48d7 {4584,206,23,4,4,4,4}
0x48d9 {8173,8173,33,33,6,6}
0x48da {5100,5100,49,49,6,6}
0x48db {300,300,15,15,4,4,3}
0x48dc {3795,3795,28,28,8,8}
0x48dd {1350,141,46,16,9,7,3}
0x48de {32752,123,32,6,6,6,3}
0x48df {15826,15826,48,48,9,9,1,1}
0x48e1 {440,440,53,11,8}
0x48e2 {10780,269,46,17,7}
0x48e3 {1350,1350,4,4,4,4}
0x48e4 {7146,140,52,16,4}
0x48e5 {325,325,39,39,7,7}
0x48e6 {16368,16368,44,44,7,7}
0x48e7 {32752,113,58,20,7,7,1}
0x48e9 {14314,14314,34,34,7,7}
0x48ea {69,69,10,10,10,10}
0x48eb {4584,331,78,15,6,6,4}
0x48ec {5446,5446,15,15,4,4}
0x48ed {3891,227,38,11,4,4,3}
0x48ee {9750,365,19,17,8,3,3}
0x48ef {915,915,7,7,5,5,1,1}
0x48f1 {12267,12267,47,47,6,6}
0x48f2 {1770,1770,28,28,6,6}
0x48f3 {27544,220,29,11,6,6,1}
0x48f4 {16365,16365,18,18,4,4}
0x48f5 {4584,342,32,4,4,4,4}
0x48f6 {24558,341,33,9,6,4,3}
0x48f7 {13320,13320,31,31,7,7,1,1}
0x48f9 {1008,216,40,26,9,5,1}
0x48fa {430,430,30,26,7,4,2}
0x48fb {8169,8169,29,29,6,6,1,1}
0x48fc {1770,308,52,11,10,4,1}
0x48fd {16368,16368,34,34,8,8,1,1}
0x48fe {14307,14307,24,24,6,6,1,1}
0x48ff {24558,113,45,20,1,1,1,1,1}
0x4901 {32752,174,58}
0x4902 {27544,332,35}
0x4903 {5100,5100,30,30}
0x4905 {233,233,20,20}
0x4906 {16368,16368,58,58}
0x4907 {24558,86,54,13,10}
0x4909 {11796,11796,31,31}
0x490a {1005,1005,31,31}
0x490b {1770,308,27,22,5}
0x490c {16368,16368,46,46}
0x490d {32752,40,40,6,3}
0x490e {7986,188,43,9,5}
0x490f {14307,14307,46,46,6,6}
0x4911 {16367,16367,18,18}
0x4912 {804,804,51,51}
0x4913 {32752,160,36,14,4}
0x4914 {8173,8173,26,26}
0x4915 {405,405,25,14,9}
0x4916 {4080,210,33,6,3}
0x4917 {16368,16368,38,38,4,4}
0x4919 {32752,190,30,14,11}
0x491a {9750,125,53,14,6}
0x491b {4077,4077,31,31,4,4}
0x491c {24558,206,46,23,4}
0x491d {1175,1175,29,29,4,4}
0x491e {16367,16367,18,18,4,4}
0x491f {32752,403,37,16,4,4,1}
0x4921 {1938,1938,51,51}
0x4922 {16367,16367,41,41}
0x4923 {24558,272,4,4,4}
0x4924 {3,3,3,3}
0x4925 {32370,234,3,3,3}
0x4926 {32752,376,3,3,3}
0x4927 {7125,7125,32,32,3,3}
0x4929 {32752,180,61,14,3}
0x492a {12267,371,45,21,4}
0x492b {140,140,21,21,3,3}
0x492c {496,496,3,3,3}
0x492d {3795,3795,3,3,3,3}
0x492e {5446,5446,66,66,3,3}
0x492f {1042,148,52,19,3,3,3}
0x4931 {300,300,16,10,10}
0x4932 {4584,254,23,21,3}
0x4933 {16367,16367,32,32,5,5}
0x4934 {10220,10220,3,3,3}
0x4935 {112,112,112,112,3,3}
0x4936 {153,153,3,3,3,3}
0x4937 {4584,438,20,4,3,3,3}
0x4939 {2325,2325,16,16,7,7}
0x493a {14314,14314,41,41,3,3}
0x493b {4080,196,53,28,4,3,3}
0x493c {16367,16367,53,53,3,3}
0x493d {32752,172,57,12,3,3,3}
0x493e {3240,230,51,23,3,3,3}
0x493f {2031,2031,31,31,3,3,1,1}
0x4941 {1509,1509,30,30}
0x4942 {15826,15826,32,32}
0x4943 {32752,142,30,17,8}
0x4945 {1350,141,46,19,6}
0x4946 {24558,353,56,21,8}
0x4947 {5100,5100,20,20,6,6}
0x4949 {804,180,36,13,3}
0x494a {32752,102,18,11,9}
0x494b {5319,5319,28,28,3,3}
0x494c {30690,85,55,6,3}
0x494d {5446,5446,38,38,3,3}
0x494e {2029,2029,36,36,3,3}
0x494f {7890,134,39,29,8,5,3}
0x4951 {32752,128,58,11,8}
0x4952 {4584,78,41,21,10}
0x4953 {48,48,13,13,4,4}
0x4954 {3795,235,45,25,4}
0x4955 {15315,15315,49,49,4,4}
0x4956 {16368,16368,34,34,9,9}
0x4957 {3240,3240,17,17,9,3,2}
0x4959 {5340,5340,27,27,5,5}
0x495a {3891,3891,22,22,8,8}
0x495b {32752,108,54,9,4,3,3}
0x495c {5446,5446,44,44,3,3}
0x495d {24558,268,33,16,12,3,3}
0x495e {1350,570,43,13,5,5,2}
0x495f {16365,16365,46,46,6,6,2,2}
0x4961 {30690,482,44,8,6}
0x4962 {7146,211,46,14,14}
0x4963 {4073,4073,29,29,4,4}
0x4964 {32752,580,3,3,3}
0x4965 {4080,4080,34,34,3,3}
0x4966 {16367,16367,26,26,3,3}
0x4967 {6495,91,25,5,5,3,3}
0x4969 {615,615,22,22,3,3}
0x496a {1938,1938,23,23,5,5}
0x496b {12267,247,51,12,6,3,3}
0x496c {357,357,3,3,3,3}
0x496d {642,168,3,3,3,3,3}
0x496e {32752,193,15,5,3,3,3}
0x496f {16368,16368,34,34,3,3,3,3}
0x4971 {16368,16368,41,41,8,8}
0x4972 {7605,7605,27,27,3,3}
0x4973 {2144,2144,30,3,3,3,3}
0x4974 {14314,14314,38,38,3,3}
0x4975 {1008,127,49,22,9,3,3}
0x4976 {10220,10220,60,18,3,3,3}
0x4977 {12267,12267,36,36,3,3,3,3}
0x4979 {7890,232,11,11,10,3,3}
0x497a {32752,54,28,13,5,5,2}
0x497b {112,112,112,112,3,3,3,3}
0x497c {32752,392,56,15,3,3,3}
0x497d {2029,2029,33,33,3,3,3,3}
0x497e {45,45,13,13,3,3,2,2}
0x497f {27544,184,80,14,3,3,1,1,1}
0x4981 {14314,14314,15,15}
0x4982 {1005,1005,21,21}
0x4983 {440,440,35,10,10}
0x4985 {24558,308,30,5,5}
0x4986 {6462,478,77,13,6}
0x4987 {15987,15987,32,32,7,7}
0x4989 {32752,154,28,4,4}
0x498a {4080,344,9,9,9}
0x498b {11796,11796,18,18,4,4}
0x498c {7890,482,36,22,15}
0x498d {8173,8173,25,25,7,7}
0x498e {4430,4430,46,46,5,5}
0x498f {1008,1008,39,18,9,4,1}
0x4991 {9750,9750,50,24,10}
0x4992 {10780,230,40,14,3}
0x4993 {1005,1005,43,43,9,9}
0x4994 {1007,75,44,6,3}
0x4995 {16368,16368,27,27,8,8}
0x4996 {16367,16367,20,20,3,3}
0x4997 {1287,95,7,7,7,3,3}
0x4999 {3555,3555,28,28,3,3}
0x499a {16368,16368,17,17,7,7}
0x499b {1042,18,18,18,12,4,3}
0x499c {489,489,12,12,10,10}
0x499d {30690,333,63,23,8,6,3}
0x499e {24558,305,70,14,5,3,3}
0x499f {16368,16368,25,25,6,6,1,1}
0x49a1 {2652,188,48,9,9}
0x49a2 {32752,250,16,7,6}
0x49a3 {16368,16368,8,8,8,8}
0x49a5 {16367,16367,44,44,3,3}
0x49a6 {3240,3240,42,42,3,3}
0x49a7 {4584,528,8,4,4,3,3}
0x49a9 {16368,16368,25,25,4,4}
0x49aa {16367,16367,50,50,7,7}
0x49ab {32752,312,54,4,4,4,4}
0x49ac {16368,16368,23,23,3,3}
0x49ad {496,496,20,20,3,3,3}
0x49ae {1518,255,45,7,7,3,3}
0x49af {105,105,4,4,4,4,3,3}
0x49b1 {16365,16365,14,14,7,7}
0x49b2 {5446,5446,30,30,3,3}
0x49b3 {24558,344,31,10,10,6,3}
0x49b4 {3891,3891,3,3,3,3}
0x49b5 {30690,252,28,20,3,3,3}
0x49b6 {1380,1380,3,3,3,3,3}
0x49b7 {14314,14314,46,46,3,3,3,3}
0x49b9 {32752,256,23,13,12,4,3}
0x49ba {7146,65,16,5,5,3,3}
0x49bb {419,419,23,23,8,8,3,3}
0x49bc {10780,290,66,16,3,3,3}
0x49bd {2031,2031,39,39,3,3,3,3}
0x49be {8173,8173,23,23,3,3,3,3}
0x49bf {32752,406,45,7,3,3,1,1,1}
0x49c1 {32752,36,36,15,9}
0x49c2 {6462,563,38,15,12}
0x49c3 {1509,1509,11,11,4,4}
0x49c5 {3555,3555,41,41,4,4}
0x49c6 {765,765,49,49,8,8}
0x49c7 {4584,292,33,16,4,4,1}
0x49c9 {481,481,17,17,5,5}
0x49ca {4080,4080,24,24,7,7}
0x49cb {30690,198,42,3,3,3,3}
0x49cc {915,915,30,30,7,7}
0x49cd {7890,293,17,9,9,5,3}
0x49ce {32752,135,43,3,3,3,3}
0x49cf {14314,14314,19,19,7,7,1,1}
0x49d1 {4080,4080,21,21,9,9}
0x49d2 {195,195,13,13,3,3}
0x49d3 {10220,10220,41,3,3,3,3}
0x49d4 {342,342,30,30,3,3}
0x49d5 {326,326,43,13,7,7,4}
0x49d6 {12267,271,52,12,8,3,3}
0x49d7 {16365,16365,34,34,4,4,3,3}
0x49d9 {804,186,53,9,9,7,3}
0x49da {32752,54,40,21,10,3,3}
0x49db {15826,15826,25,25,4,4,3,3}
0x49dc {4584,157,40,12,11,3,3}
0x49dd {5255,5255,18,18,8,8,3,3}
0x49de {16368,16368,27,27,3,3,3,3}
0x49df {300,300,60,13,9,5,1,1,1}
0x49e1 {16367,16367,29,29,5,5}
0x49e2 {15826,15826,7,7,7,7}
0x49e3 {1350,70,17,15,4,4,1}
0x49e4 {245,245,52,52,3,3}
0x49e5 {32752,497,20,16,5,3,3}
0x49e6 {27544,467,41,10,8,3,3}
0x49e7 {180,180,31,31,4,4,1,1}
0x49e9 {12267,121,27,16,10,3,3}
0x49ea {3795,123,27,7,7,3,2}
0x49eb {1413,1413,25,25,4,4,3,3}
0x49ec {32370,260,47,10,3,3,3}
0x49ed {615,615,8,8,3,3,3,3}
0x49ee {12267,12267,18,18,3,3,3,3}
0x49ef {32752,111,8,8,7,4,1,1,1}
0x49f1 {27544,257,32,11,11,4,1}
0x49f2 {1080,1080,12,12,7,5,3}
0x49f3 {5446,5446,17,17,8,8,1,1}
0x49f4 {326,326,42,10,3,3,3}
0x49f5 {10653,10653,22,22,8,8,3,3}
0x49f6 {15826,15826,41,41,3,3,3,3}
0x49f7 {32752,225,54,14,9,4,1,1,1}
0x49f9 {90,90,15,15,9,9,1,1}
0x49fa {8169,8169,46,46,5,5,2,2}
0x49fb {24558,164,42,25,7,5,1,1,1}
0x49fc {5319,5319,26,26,3,3,1,1}
0x49fd {32752,62,60,16,3,3,1,1,1}
0x49fe {27544,254,28,15,3,3,1,1,1}
0x49ff {2271,2271,33,33,1,1,1,1,1,1}
0x4a01 {4584,234,37}
0x4a02 {24558,584,77}
0x4a03 {16367,16367,53,53}
0x4a05 {11796,11796,33,33}
0x4a06 {7097,7097,38,38}
0x4a07 {32752,686,33,19,10}
0x4a09 {69,69,15,15}
0x4a0a {5446,5446,61,61}
0x4a0b {7890,92,60,10,6}
0x4a0c {3051,3051,9,9}
0x4a0d {1770,1770,40,24,7}
0x4a0e {4584,70,52,25,9}
0x4a0f {5446,5446,15,15,12,12}
0x4a11 {5100,5100,23,23}
0x4a12 {295,295,5,5}
0x4a13 {4080,233,43,14,6}
0x4a14 {114,114,114,114}
0x4a15 {32752,307,8,8,8}
0x4a16 {4666,68,64,10,10}
0x4a17 {1845,1845,26,26,9,9}
0x4a19 {12267,113,36,19,6}
0x4a1a {32752,174,50,5,5}
0x4a1b {14314,14314,6,6,5,5}
0x4a1c {1008,1008,32,9,9}
0x4a1d {5319,5319,30,30,5,5}
0x4a1e {1518,1518,21,21,7,7}
0x4a1f {1008,249,45,15,10,5,1}
0x4a21 {1287,1287,33,33}
0x4a22 {5100,5100,32,32}
0x4a23 {30690,218,48,24,8}
0x4a25 {32752,160,21,5,5}
0x4a26 {1509,157,21,13,5}
0x4a27 {14314,14314,18,18,10,10}
0x4a29 {32752,70,16,7,7}
0x4a2a {496,496,12,12,2}
0x4a2b {16365,16365,20,20,6,6}
0x4a2c {9750,9750,33,14,6}
0x4a2d {5446,5446,53,53,6,6}
0x4a2e {16367,16367,32,32,10,10}
0x4a2f {24558,376,60,9,9,8,2}
0x4a31 {30690,406,33,4,4}
0x4a32 {4584,156,25,18,10}
0x4a33 {615,615,35,35,6,6}
0x4a34 {24558,29,29,11,11}
0x4a35 {665,665,17,17,6,6}
0x4a36 {5340,5340,26,26,7,7}
0x4a37 {27544,262,6,6,6,4,4}
0x4a39 {16368,16368,29,29,5,5}
0x4a3a {1245,1245,49,49,5,5}
0x4a3b {4666,70,28,15,6,6,4}
0x4a3c {14314,14314,6,6,6,6}
0x4a3d {7146,148,54,18,5,4,4}
0x4a3e {32752,42,42,24,6,5,2}
0x4a3f {16367,16367,38,38,6,6,1,1}
0x4a41 {15826,15826,30,30}
0x4a42 {2365,2365,33,33}
0x4a43 {7146,460,37,14,10}
0x4a45 {1042,338,29,18,9}
0x4a46 {1008,70,40,22,13}
0x4a47 {15315,15315,40,40,7,7}
0x4a49 {32752,297,38,9,3}
0x4a4a {2652,83,27,16,10}
0x4a4b {16368,16368,26,26,3,3}
0x4a4c {32752,61,22,15,3}
0x4a4d {237,237,9,9,3,3}
0x4a4e {15826,15826,28,28,3,3}
0x4a4f {1770,1770,33,24,11,5,3}
0x4a51 {7986,353,42,4,4}
0x4a52 {32752,388,5,4,4}
0x4a53 {8169,8169,19,19,5,5}
0x4a54 {32752,148,32,14,5}
0x4a55 {1770,1770,13,13,5,5}
0x4a56 {12267,12267,23,23,5,5}
0x4a57 {1008,1008,46,14,7,3,2}
0x4a59 {16367,16367,44,44,9,9}
0x4a5a {16368,16368,42,42,5,5}
0x4a5b {9750,236,56,37,9,3,3}
0x4a5c {349,349,19,19,3,3}
0x4a5d {32752,119,48,24,9,3,3}
0x4a5e {1770,1770,33,8,8,4,2}
0x4a5f {48,48,9,9,6,6,2,2}
0x4a61 {4080,238,20,20,11}
0x4a62 {202,41,27,11,9}
0x4a63 {16368,16368,43,43,8,8}
0x4a65 {16367,16367,38,38,6,6}
0x4a66 {15826,15826,10,10,8,8}
0x4a67 {12267,275,53,10,10,8,3}
0x4a69 {1350,1350,34,34,8,8}
0x4a6a {16367,16367,25,25,7,7}
0x4a6b {32752,482,36,9,6,4,4}
0x4a6c {13320,13320,20,20,3,3}
0x4a6d {32752,39,39,11,3,3,3}
0x4a6e {450,450,21,21,8,3,3}
0x4a6f {2029,2029,31,31,8,8,3,3}
0x4a71 {2525,2525,26,26,5,5}
0x4a72 {5319,5319,22,22,5,5}
0x4a73 {32752,153,60,17,5,3,3}
0x4a74 {16367,16367,19,19,3,3}
0x4a75 {7650,115,48,12,4,4,4}
0x4a76 {258,102,38,8,6,3,3}
0x4a77 {16368,16368,25,25,6,6,3,3}
0x4a79 {27544,294,25,25,7,7,3}
0x4a7a {32752,50,36,26,11,3,2}
0x4a7b {3555,3555,25,25,9,9,3,3}
0x4a7c {2652,223,48,14,6,6,3}
0x4a7d {450,450,31,31,6,6,3,3}
0x4a7e {15733,15733,8,8,6,6,2,2}
0x4a7f {32752,243,20,8,8,6,1,1,1}
0x4a81 {1245,1245,16,16}
0x4a82 {16368,16368,12,12}
0x4a83 {32752,351,39,13,8}
0x4a85 {48,48,48,48,8}
0x4a86 {1008,1008,15,6,6}
0x4a87 {1518,1518,12,12,6,6}
0x4a89 {7650,7650,40,22,9}
0x4a8a {32752,298,42,17,2}
0x4a8b {16367,16367,8,8,6,6}
0x4a8c {27544,79,58,9,6}
0x4a8d {16368,16368,20,20,5,5}
0x4a8e {1509,1509,17,17,7,7}
0x4a8f {1890,55,30,15,6,5,2}
0x4a91 {27544,584,60,11,7}
0x4a92 {636,636,37,11,7}
0x4a93 {750,750,30,30,4,4}
0x4a95 {12267,12267,34,34,5,5}
0x4a96 {90,90,15,15,8,8}
0x4a97 {32370,168,52,17,11,3,2}
0x4a99 {5340,5340,20,20,3,3}
0x4a9a {4759,4759,32,32,7,7}
0x4a9b {6117,221,57,20,10,6,4}
0x4a9c {240,240,18,18,6,6}
0x4a9d {32370,315,28,6,6,6,4}
0x4a9e {32752,240,26,21,6,3,2}
0x4a9f {489,489,25,25,8,8,2,2}
0x4aa1 {1008,1008,46,6,6}
0x4aa2 {32752,359,41,10,2}
0x4aa3 {357,357,22,22,4,4}
0x4aa5 {15826,15826,45,45,8,8}
0x4aa6 {14307,14307,18,18,6,6}
0x4aa7 {10780,80,25,9,9,8,2}
0x4aa9 {15315,15315,32,32,3,3}
0x4aaa {11796,11796,2,2,2,2}
0x4aab {13,13,6,6,2,2,2}
0x4aac {8169,8169,25,25,10,10}
0x4aad {24558,197,50,13,4,4,2}
0x4aae {32370,310,57,23,2,2,2}
0x4aaf {15826,15826,23,23,2,2,2,2}
0x4ab1 {5319,5319,30,30,10,10}
0x4ab2 {1245,1245,20,20,7,7}
0x4ab3 {1518,399,42,20,9,3,3}
0x4ab4 {16368,16368,22,22,7,7}
0x4ab5 {32752,590,69,7,7,5,2}
0x4ab6 {7146,31,31,16,7,7,2}
0x4ab7 {5095,5095,25,25,7,7,2,2}
0x4ab9 {4584,168,34,12,12,3,3}
0x4aba {1320,1320,36,10,2,2,2}
0x4abb {112,112,112,112,3,3,2,2}
0x4abc {4080,106,50,14,6,3,2}
0x4abd {405,405,7,7,5,5,2,2}
0x4abe {16368,16368,32,32,2,2,2,2}
0x4abf {24558,148,57,7,2,2,2,2,1}
0x4ac1 {24558,151,35,13,10}
0x4ac2 {300,300,24,7,7}
0x4ac3 {13320,13320,5,5,5,5}
0x4ac5 {2325,2325,12,12,4,4}
0x4ac6 {570,570,13,13,11,11}
0x4ac7 {32370,247,37,7,7,7,4}
0x4ac9 {14314,14314,20,20,6,6}
0x4aca {993,993,21,21,6,6}
0x4acb {9750,9750,40,3,3,3,3}
0x4acc {15826,15826,36,36,6,6}
0x4acd {32752,170,28,5,5,5,3}
0x4ace {4080,110,67,21,6,5,4}
0x4acf {3051,3051,15,15,5,5,3,3}
0x4ad1 {16367,16367,25,25,8,8}
0x4ad2 {15826,15826,10,10,5,5}
0x4ad3 {24558,338,56,8,8,5,4}
0x4ad4 {405,405,14,14,5,5}
0x4ad5 {326,326,47,18,6,5,2}
0x4ad6 {32752,93,41,16,5,5,2}
0x4ad7 {5446,5446,27,27,4,4,2,2}
0x4ad9 {1770,308,26,24,8,5,3}
0x4ada {543,543,15,15,8,8,2}
0x4adb {8173,8173,15,15,4,4,2,2}
0x4adc {1008,105,12,12,12,3,3}
0x4add {804,804,10,10,9,9,2,2}
0x4ade {15987,15987,26,26,5,5,2,2}
0x4adf {4080,295,37,14,11,5,2,2,1}
0x4ae1 {5446,5446,22,22,8,8}
0x4ae2 {12267,12267,30,30,7,7}
0x4ae3 {1518,42,28,10,4,3,3}
0x4ae5 {195,35,22,3,3,3,3}
0x4ae6 {4666,159,32,14,7,5,4}
0x4ae7 {15733,15733,8,8,3,3,3,3}
0x4ae9 {326,326,19,9,6,5,4}
0x4aea {10220,10220,28,7,2,2,2}
0x4aeb {240,240,31,31,3,3,2,2}
0x4aec {24558,502,50,10,6,3,3}
0x4aed {14307,14307,58,58,7,7,2,2}
0x4aee {223,223,16,16,8,8,2,2}
0x4aef {32752,254,30,16,7,3,2,2,1}
0x4af1 {1042,114,43,20,6,4,4}
0x4af2 {30690,395,16,14,5,3,2}
0x4af3 {419,419,7,7,3,3,3,3}
0x4af4 {32752,241,46,11,10,6,2}
0x4af5 {5100,5100,10,10,5,5,2,2}
0x4af6 {1005,1005,36,36,6,6,2,2}
0x4af7 {7146,446,65,12,8,3,2,2,1}
0x4af9 {393,393,40,40,5,5,3,3}
0x4afa {1175,1175,17,17,2,2,2,2}
0x4afb {32370,197,64,11,11,3,2,2,1}
0x4afc {3147,3147,8,8,8,8,2,2}
0x4afd {1008,1008,53,22,8,5,2,2,1}
0x4afe {24558,188,41,14,2,2,2,2,1}
0x4aff {5446,5446,20,20,2,2,1,1,1,1}
0x4b01 {240,240,17,17}
0x4b02 {15987,15987,11,11}
0x4b03 {4584,219,34,15,7}
0x4b05 {10220,10220,31,28,4}
0x4b06 {300,300,60,7,7}
0x4b07 {8169,8169,33,33,8,8}
0x4b09 {32752,159,46,21,5}
0x4b0a {32752,629,25,9,9}
0x4b0b {14314,14314,18,18,3,3}
0x4b0c {32370,45,45,16,6}
0x4b0d {16367,16367,35,35,5,5}
0x4b0e {112,112,112,112,5,5}
0x4b0f {7146,310,50,10,7,5,1}
0x4b11 {1350,570,56,15,7}
0x4b12 {1770,410,39,5,5}
0x4b13 {12267,12267,33,33,4,4}
0x4b15 {5446,5446,14,14,4,4}
0x4b16 {2589,2589,24,24,4,4}
0x4b17 {4666,464,13,13,6,3,3}
0x4b19 {2029,2029,43,43,8,8}
0x4b1a {240,240,5,5,5,5}
0x4b1b {32752,68,68,5,5,5,4}
0x4b1c {1763,1763,7,7,7,7}
0x4b1d {3891,265,41,12,4,4,4}
0x4b1e {32752,358,26,12,8,4,4}
0x4b1f {450,450,31,31,5,5,1,1}
0x4b21 {32752,320,50,15,11}
0x4b22 {12267,445,33,32,6}
0x4b23 {14314,14314,32,32,8,8}
0x4b25 {237,237,12,12,3,3}
0x4b26 {16368,16368,26,26,3,3}
0x4b27 {30690,136,46,19,7,3,3}
0x4b29 {16368,16368,19,19,7,7}
0x4b2a {15733,15733,24,24,5,5}
0x4b2b {24558,248,48,3,3,3,3}
0x4b2c {4080,4080,24,24,3,3}
0x4b2d {30690,226,60,14,3,3,3}
0x4b2e {4666,41,41,5,5,3,3}
0x4b2f {16367,16367,30,30,3,3,3,3}
0x4b31 {15987,15987,15,15,6,6}
0x4b32 {14314,14314,36,36,5,5}
0x4b33 {32752,180,33,17,6,3,3}
0x4b34 {105,105,8,8,3,3}
0x4b35 {1007,191,31,9,9,5,3}
0x4b36 {1008,150,28,18,3,3,3}
0x4b37 {69,69,12,12,5,5,3,3}
0x4b39 {1566,1566,19,16,6,3,3}
0x4b3a {109,5,5,5,5,5,4}
0x4b3b {325,325,49,49,3,3,3,3}
0x4b3c {32752,30,30,23,7,3,3}
0x4b3d {2248,2248,53,53,5,5,3,3}
0x4b3e {3555,3555,5,5,5,5,3,3}
0x4b3f {27544,306,24,5,5,5,1,1,1}
0x4b41 {48,48,48,10,7}
0x4b42 {1518,272,26,14,8}
0x4b43 {8173,8173,34,34,8,8}
0x4b45 {112,112,38,38,4,4}
0x4b46 {16367,16367,40,40,4,4}
0x4b47 {915,915,25,11,5,5,5}
0x4b49 {915,915,22,22,3,3}
0x4b4a {14314,14314,23,23,9,9}
0x4b4b {32752,170,36,11,5,3,3}
0x4b4c {16365,16365,50,50,3,3}
0x4b4d {6495,219,11,11,3,3,3}
0x4b4e {24558,104,62,17,4,3,3}
0x4b4f {112,112,112,112,6,6,3,3}
0x4b51 {5446,5446,35,35,5,5}
0x4b52 {2025,2025,34,34,5,5}
0x4b53 {32370,276,18,12,12,6,4}
0x4b55 {1566,274,65,18,9,7,2}
0x4b56 {32752,178,66,17,9,6,2}
0x4b57 {1763,1763,13,13,4,4,2,2}
0x4b59 {10780,125,49,14,8,7,3}
0x4b5a {4080,240,14,14,5,5,2}
0x4b5b {258,258,23,23,10,10,2,2}
0x4b5c {237,237,45,19,6,3,3}
0x4b5d {453,453,41,41,9,9,2,2}
0x4b5e {5100,5100,49,49,6,6,2,2}
0x4b5f {4584,314,30,6,6,4,2,2,1}
0x4b61 {4073,4073,41,41,8,8}
0x4b62 {5100,5100,30,30,7,7}
0x4b63 {699,155,32,11,4,4,4}
0x4b65 {32752,198,91,19,3,3,3}
0x4b66 {1770,1770,35,11,3,3,3}
0x4b67 {15826,15826,29,29,5,5,3,3}
0x4b69 {1042,116,49,21,3,3,3}
0x4b6a {24558,272,30,15,10,5,2}
0x4b6b {2175,2175,8,8,6,6,2,2}
0x4b6c {4584,303,3,3,3,3,3}
0x4b6d {1518,1518,3,3,2,2,2,2}
0x4b6e {2029,2029,30,30,3,3,2,2}
0x4b6f {32752,379,48,8,3,3,3,2,1}
0x4b71 {24558,175,27,24,7,5,4}
0x4b72 {1008,1008,69,17,13,3,3}
0x4b73 {15826,15826,24,24,3,3,3,3}
0x4b74 {4080,206,52,24,3,3,3}
0x4b75 {15987,15987,16,16,5,5,2,2}
0x4b76 {2031,2031,23,23,3,3,2,2}
0x4b77 {4666,480,34,9,5,3,3,2,1}
0x4b79 {4430,4430,38,38,7,7,3,3}
0x4b7a {5255,5255,32,32,5,5,2,2}
0x4b7b {1770,189,27,22,9,3,3,2,1}
0x4b7c {5340,5340,32,32,3,3,3,3}
0x4b7d {32752,180,70,12,3,3,3,2,1}
0x4b7e {32370,221,32,16,3,3,2,2,1}
0x4b7f {4077,4077,26,26,3,3,1,1,1,1}
0x4b81 {1890,1890,37,9,9}
0x4b82 {4666,104,67,9,9}
0x4b83 {102,102,14,14,3,3}
0x4b85 {419,419,7,7,3,3}
0x4b86 {5340,5340,31,31,5,5}
0x4b87 {440,180,42,18,5,3,1}
0x4b89 {16368,16368,12,12,4,4}
0x4b8a {405,405,29,29,7,7}
0x4b8b {1008,27,27,3,3,3,3}
0x4b8c {16368,16368,45,45,6,6}
0x4b8d {24558,403,46,16,5,5,4}
0x4b8e {27544,298,49,13,5,5,4}
0x4b8f {341,341,18,18,5,5,1,1}
0x4b91 {4077,4077,27,27,5,5}
0x4b92 {15826,15826,10,10,3,3}
0x4b93 {111,111,23,3,3,3,3}
0x4b95 {32752,239,42,3,3,3,3}
0x4b96 {24558,182,61,9,4,3,3}
0x4b97 {16368,16368,3,3,3,3,3,3}
0x4b99 {30690,144,37,19,10,3,3}
0x4b9a {32752,216,31,17,7,5,4}
0x4b9b {16367,16367,31,31,3,3,3,3}
0x4b9c {4666,375,22,3,3,3,3}
0x4b9d {14314,14314,43,43,3,3,3,3}
0x4b9e {1225,1225,17,17,5,5,3,3}
0x4b9f {12267,187,49,11,9,3,1,1,1}
0x4ba1 {16368,16368,8,8,8,8}
0x4ba2 {2029,2029,54,54,7,7}
0x4ba3 {10780,396,22,15,11,6,4}
0x4ba5 {326,326,56,18,4,3,3}
0x4ba6 {32752,496,25,25,7,3,3}
0x4ba7 {12267,12267,27,27,7,7,3,3}
0x4ba9 {2652,2652,13,13,6,5,4}
0x4baa {9750,297,47,5,2,2,2}
0x4bab {16368,16368,63,63,3,3,2,2}
0x4bac {30690,42,42,19,8,3,3}
0x4bad {8169,8169,37,37,7,7,2,2}
0x4bae {11796,11796,44,44,5,5,2,2}
0x4baf {1008,1008,36,15,7,3,2,2,1}
0x4bb1 {32752,314,38,7,5,4,4}
0x4bb2 {7986,332,28,15,5,3,3}
0x4bb3 {13005,13005,49,49,3,3,3,3}
0x4bb5 {2031,2031,43,43,6,6,2,2}
0x4bb6 {16367,16367,39,39,3,3,2,2}
0x4bb7 {642,36,30,8,8,3,3,2,1}
0x4bb9 {16367,16367,24,24,3,3,3,3}
0x4bba {5446,5446,5,5,5,5,2,2}
0x4bbb {7890,148,20,3,3,3,3,2,1}
0x4bbc {6117,6117,33,33,3,3,3,3}
0x4bbd {32370,304,71,19,5,3,3,2,1}
0x4bbe {237,237,45,20,6,5,2,2,1}
0x4bbf {195,195,14,14,6,6,1,1,1,1}
0x4bc1 {419,419,23,23,8,8}
0x4bc2 {1350,1350,13,13,7,7}
0x4bc3 {10220,10220,44,11,10,3,1}
0x4bc5 {24558,271,44,10,8,3,3}
0x4bc6 {30690,446,54,8,7,4,4}
0x4bc7 {5340,5340,16,16,4,4,1,1}
0x4bc9 {78,78,78,15,7,3,3}
0x4bca {32752,19,19,19,9,3,2}
