0x4000 {}
0x40d8 {2031,2031,30,30}
0x40d9 {100,100,13,13,13}
0x40da {1007,105,55,17,9}
0x40db {16367,16367,24,24,2,2}
0x40dc {32752,448,28,19,11}
0x40dd {14314,14314,16,16,2,2}
0x40de {5445,5445,16,16,8,8}
0x40df {1128,1128,16,16,1,1,1}
0x40e0 {24558,98,38}
0x40e1 {450,450,31,31}
0x40e2 {8173,8173,20,20}
0x40e3 {1770,1770,55,19,1}
0x40e4 {5340,5340,44,44}
0x40e5 {32752,324,58,15,8}
0x40e6 {32752,298,65,18,9}
0x40e7 {405,405,25,25,1,1}
0x40e8 {16367,16367,7,7}
0x40e9 {24558,184,31,11,11}
0x40ea {1042,148,34,19,2}
0x40eb {16368,16368,34,34,8,8}
0x40ec {1007,25,25,25,11}
0x40ed {16365,16365,27,27,2,2}
0x40ee {1518,1518,30,30,3,3}
0x40ef {32752,182,55,16,1,1,1}
0x40f0 {5340,5340,28,28}
0x40f1 {4080,418,66,24,1}
0x40f2 {3795,125,22,18,10}
0x40f3 {8169,8169,27,27,1,1}
0x40f4 {27544,473,13,13,7}
0x40f5 {4080,4080,14,14,4,4}
0x40f6 {15987,15987,12,12,10,10}
0x40f7 {326,326,42,8,1,1,1}
0x40f8 {10220,10220,50,26,1}
0x40f9 {419,419,23,23,1,1}
0x40fa {13320,13320,56,56,2,2}
0x40fb {24558,136,55,14,1,1,1}
0x40fc {4077,4077,28,28,1,1}
0x40fd {1518,45,45,8,1,1,1}
0x40fe {32752,331,26,26,1,1,1}
0x40ff {16368,16368,1,1,1,1,1,1}
0x4101 {5446,5446}
0x4102 {15733,15733}
0x4103 {24558,121,41}
0x4104 {30,30}
0x4105 {1770,189,28}
0x4106 {4080,252,39}
0x4107 {16367,16367,39,39}
0x4108 {615,615}
0x4109 {32752,187,48}
0x410a {12267,169,25}
0x410b {16368,16368,21,21}
0x410c {6462,461,56}
0x410d {5193,5193,29,29}
0x410e {5100,5100,32,32}
0x410f {1518,117,76,16,1}
0x4110 {14314,14314}
0x4111 {7890,422,35}
0x4112 {27544,170,20}
0x4113 {5445,5445,40,40}
0x4114 {326,326,32}
0x4115 {16368,16368,46,46}
0x4116 {3795,3795,27,27}
0x4117 {1890,1890,43,26,7}
0x4118 {24558,254,45}
0x4119 {16367,16367,46,46}
0x411a {1770,1770,33,33}
0x411b {4080,301,25,15,7}
0x411c {8173,8173,14,14}
0x411d {32752,33,20,16,6}
0x411e {32370,152,71,18,10}
0x411f {5319,5319,23,23,1,1}
0x4120 {21,21}
0x4121 {1350,570,68}
0x4122 {32752,340,50}
0x4123 {5100,5100,43,43}
0x4124 {78,9,3}
0x4125 {15315,15315,21,21}
0x4126 {14314,14314,47,47}
0x4127 {7890,112,42,10,10}
0x4128 {4584,112,37}
0x4129 {240,240,16,16}
0x412a {14307,14307,45,45}
0x412b {4080,386,33,20,6}
0x412c {15826,15826,25,25}
0x412d {4584,296,52,16,3}
0x412e {24558,28,28,15,11}
0x412f {7797,7797,31,31,6,6}
0x4130 {30690,280,32}
0x4131 {2029,2029,20,20}
0x4132 {4080,4080,33,33}
0x4133 {32370,165,34,21,6}
0x4134 {16367,16367,42,42}
0x4135 {12267,91,64,17,10}
0x4136 {10220,10220,46,27,3}
0x4137 {853,853,21,21,4,4}
0x4138 {16368,16368,19,19}
0x4139 {4584,182,12,6,6}
0x413a {4584,296,22,22,8}
0x413b {12267,12267,47,47,9,9}
0x413c {195,195,14,14,9}
0x413d {15826,15826,11,11,5,5}
0x413e {2025,2025,19,19,9,9}
0x413f {32752,372,49,23,1,1,1}
0x4141 {30690,38,38}
0x4142 {7986,119,49}
0x4143 {1763,1763,23,23}
0x4144 {32752,92,33}
0x4145 {1350,1350,16,16}
0x4146 {16365,16365,10,10}
0x4147 {32752,373,24,7,7}
0x4148 {27544,80,32}
0x4149 {7605,7605,34,34}
0x414a {450,450,24,24}
0x414b {6117,209,24,14,8}
0x414c {3891,3891,40,40}
0x414d {32752,566,12,12,7}
0x414e {4080,341,8,8,8}
0x414f {16368,16368,26,26,6,6}
0x4150 {24558,512,48}
0x4151 {16368,16368,34,34}
0x4152 {16367,16367,33,33}
0x4153 {4584,19,19,8,7}
0x4154 {14314,14314,18,18}
0x4155 {1770,1770,59,16,2}
0x4156 {326,326,51,19,2}
0x4157 {4077,4077,54,54,2,2}
0x4158 {825,825,44,44}
0x4159 {636,636,37,11,6}
0x415a {30690,257,27,17,2}
0x415b {5340,5340,38,38,6,6}
0x415c {10780,149,37,20,9}
0x415d {15987,15987,23,23,5,5}
0x415e {5319,5319,41,41,2,2}
0x415f {326,62,36,6,2,2,1}
0x4160 {804,336,31}
0x4161 {423,423,21,21}
0x4162 {15826,15826,17,17}
0x4163 {326,326,21,8,8}
0x4164 {2029,2029,36,36}
0x4165 {32752,212,44,19,6}
0x4166 {24558,232,27,6,6}
0x4167 {5446,5446,48,48,9,9}
0x4168 {804,804,32,32}
0x4169 {642,108,39,18,8}
0x416a {30690,445,28,17,2}
0x416b {1225,1225,29,29,6,6}
0x416c {32752,263,32,19,3}
0x416d {853,853,29,29,2,2}
0x416e {5255,5255,24,24,6,6}
0x416f {90,90,21,16,10,6,1}
0x4170 {16367,16367,25,25}
0x4171 {4666,150,49,20,10}
0x4172 {1007,203,21,13,8}
0x4173 {240,240,17,17,3,3}
0x4174 {3795,3795,40,24,11}
0x4175 {5445,5445,24,24,8,8}
0x4176 {15826,15826,25,25,6,6}
0x4177 {4080,224,31,17,6,3,1}
0x4178 {202,41,16,13,13}
0x4179 {14314,14314,55,55,6,6}
0x417a {237,237,45,45,2,2}
0x417b {32370,75,28,8,7,3,1}
0x417c {5100,5100,13,13,11,11}
0x417d {24558,100,26,11,10,8,1}
0x417e {32370,358,30,13,2,2,1}
0x417f {16367,16367,55,55,1,1,1,1}
0x4181 {7890,76,51}
0x4182 {2144,2144,35}
0x4183 {112,112,30,30}
0x4184 {4080,120,63}
0x4185 {2589,2589,21,21}
0x4186 {1350,1350,38,38}
0x4187 {440,440,57,7,1}
0x4188 {12267,287,61}
0x4189 {13320,13320,38,38}
0x418a {16365,16365,41,41}
0x418b {32752,176,35,18,7}
0x418c {4430,4430,10,10}
0x418d {32752,294,38,22,7}
0x418e {9750,428,51,8,8}
0x418f {12267,12267,39,39,1,1}
0x4190 {1320,1320,46}
0x4191 {4759,4759,47,47}
0x4192 {16368,16368,12,12}
0x4193 {300,300,25,22,10}
0x4194 {3033,3033,21,21}
0x4195 {32752,274,31,15,10}
0x4196 {1008,62,49,10,10}
0x4197 {16368,16368,7,7,7,7}
0x4198 {5340,5340,51,51}
0x4199 {32752,149,48,11,3}
0x419a {7146,158,34,23,6}
0x419b {16365,16365,35,35,7,7}
0x419c {10780,297,7,6,6}
0x419d {105,105,12,12,6,6}
0x419e {1763,1763,13,13,6,6}
0x419f {1008,116,14,6,1,1,1}
0x41a1 {1770,1770,28,28}
0x41a2 {915,915,21,21}
0x41a3 {32752,53,34,7,7}
0x41a4 {5446,5446,23,23}
0x41a5 {24558,188,44,15,10}
0x41a6 {32752,66,66,15,6}
0x41a7 {7097,7097,27,27,7,7}
0x41a8 {1005,1005,46,46}
0x41a9 {1008,167,35,17,9}
0x41aa {1350,570,24,9,2}
0x41ab {1518,1518,37,37,9,9}
0x41ac {24558,46,46,22,7}
0x41ad {5095,5095,27,27,2,2}
0x41ae {15826,15826,44,44,9,9}
0x41af {32752,403,34,19,7,4,1}
0x41b0 {1518,1518,36,36}
0x41b1 {32752,226,65,9,7}
0x41b2 {1380,1380,39,17,12}
0x41b3 {5255,5255,44,44,7,7}
0x41b4 {32752,190,72,19,3}
0x41b5 {15826,15826,34,34,2,2}
0x41b6 {7125,7125,25,25,2,2}
0x41b7 {12267,181,23,16,7,2,1}
0x41b8 {32752,292,36,16,6}
0x41b9 {4077,4077,29,29,6,6}
0x41ba {16368,16368,45,45,5,5}
0x41bb {1890,170,23,10,9,2,1}
0x41bc {16367,16367,29,29,5,5}
0x41bd {111,111,29,29,10,2,1}
0x41be {7986,139,72,9,9,7,1}
0x41bf {1056,1056,35,35,1,1,1,1}
0x41c1 {1001,1001,12,12}
0x41c2 {195,195,17,17}
0x41c3 {1008,56,56,14,1}
0x41c4 {16367,16367,39,39}
0x41c5 {32752,96,49,19,8}
0x41c6 {30690,33,33,24,10}
0x41c7 {4080,4080,24,24,1,1}
0x41c8 {5446,5446,42,42}
0x41c9 {3555,287,45,18,9}
0x41ca {4666,632,43,13,10}
0x41cb {16367,16367,38,38,3,3}
0x41cc {32752,115,26,19,6}
0x41cd {5446,5446,16,16,8,8}
0x41ce {1245,1245,30,30,3,3}
0x41cf {1007,79,36,13,1,1,1}
0x41d0 {8173,8173,29,29}
0x41d1 {1890,1890,35,19,7}
0x41d2 {7890,316,19,15,8}
0x41d3 {16368,16368,12,12,3,3}
0x41d4 {440,440,26,13,6}
0x41d5 {3555,3555,35,35,7,7}
0x41d6 {5446,5446,38,38,6,6}
0x41d7 {32752,109,38,18,8,6,1}
0x41d8 {27544,154,29,8,8}
0x41d9 {112,112,112,112,7,7}
0x41da {16367,16367,33,33,6,6}
0x41db {24558,55,48,18,10,2,1}
0x41dc {171,171,22,22,8,8}
0x41dd {4666,193,31,20,8,2,1}
0x41de {32752,344,35,19,9,3,1}
0x41df {13005,13005,34,34,1,1,1,1}
0x41e0 {114,114,114,114}
0x41e1 {300,300,35,17,1}
0x41e2 {32752,33,33,18,14}
0x41e3 {1509,1509,16,16,1,1}
0x41e4 {7650,130,56,19,7}
0x41e5 {1938,1938,26,26,8,8}
0x41e6 {16367,16367,20,20,9,9}
0x41e7 {6462,461,17,16,1,1,1}
0x41e8 {32752,209,25,17,13}
0x41e9 {16367,16367,14,14,9,9}
0x41ea {4080,4080,27,27,2,2}
0x41eb {1008,1008,53,15,9,6,1}
0x41ec {2029,2029,38,38,4,4}
0x41ed {7650,250,8,8,8,2,1}
0x41ee {4080,178,34,15,6,3,1}
0x41ef {615,615,7,7,1,1,1,1}
0x41f0 {3240,3240,33,18,1}
0x41f1 {90,90,23,23,1,1}
0x41f2 {8169,8169,25,25,6,6}
0x41f3 {4080,186,32,20,1,1,1}
0x41f4 {615,615,27,27,6,6}
0x41f5 {4584,236,47,19,8,4,1}
0x41f6 {69,69,12,12,10,6,1}
0x41f7 {15315,15315,26,26,1,1,1,1}
0x41f8 {1287,1287,13,13,1,1}
0x41f9 {326,326,45,6,1,1,1}
0x41fa {4666,168,56,6,2,2,1}
0x41fb {1938,1938,18,18,1,1,1,1}
0x41fc {4584,45,13,13,1,1,1}
0x41fd {2325,2325,39,39,1,1,1,1}
0x41fe {16368,16368,37,37,1,1,1,1}
0x41ff {24558,193,1,1,1,1,1,1,1}
0x4201 {4077,4077}
0x4202 {5340,5340}
0x4203 {1007,173,27}
0x4204 {16367,16367}
0x4205 {1380,1380,22}
0x4206 {12267,191,45}
0x4207 {16368,16368,23,23}
0x4208 {11796,11796}
0x4209 {1008,1008,49}
0x420a {9750,203,28}
0x420b {1763,1763,13,13}
0x420c {32752,114,52}
0x420d {5446,5446,22,22}
0x420e {7097,7097,29,29}
0x420f {7650,7650,6,6,1}
0x4210 {5,5}
0x4211 {32752,64,5}
0x4212 {1518,63,5}
0x4213 {1005,1005,45,45}
0x4214 {7146,281,5}
0x4215 {5255,5255,14,14}
0x4216 {14314,14314,62,62}
0x4217 {32752,220,54,13,6}
0x4218 {32752,250,5}
0x4219 {13320,13320,29,29}
0x421a {12267,12267,52,52}
0x421b {32752,100,54,13,6}
0x421c {5100,5100,45,45}
0x421d {7146,148,37,12,7}
0x421e {326,326,48,25,8}
0x421f {8173,8173,46,46,1,1}
0x4221 {6462,410,46}
0x4222 {24558,373,28}
0x4223 {15733,15733,27,27}
0x4224 {1042,50,50}
0x4225 {48,48,48,48}
0x4226 {15795,15795,41,41}
0x4227 {1350,176,21,21,9}
0x4228 {10780,120,24}
0x4229 {15795,15795,28,28}
0x422a {5340,5340,54,54}
0x422b {24558,335,53,23,9}
0x422c {405,405,9,9}
0x422d {48,12,12,6,6}
0x422e {1890,1890,30,19,6}
0x422f {112,112,112,112,5,5}
0x4230 {7890,383,5}
0x4231 {4430,4430,5,5}
0x4232 {1077,1077,18,18}
0x4233 {32752,180,50,5,5}
0x4234 {16368,16368,51,51}
0x4235 {1008,249,40,19,5}
0x4236 {32752,270,24,24,7}
0x4237 {195,195,22,22,5,5}
0x4238 {16367,16367,27,27}
0x4239 {12267,253,50,24,5}
0x423a {496,496,21,21,6}
0x423b {16368,16368,19,19,6,6}
0x423c {32752,84,28,10,9}
0x423d {2025,2025,39,39,5,5}
0x423e {11796,11796,24,24,11,11}
0x423f {30690,140,24,19,1,1,1}
0x4241 {32752,261,24}
0x4242 {4666,161,37}
0x4243 {5446,5446,30,30}
0x4244 {4584,342,54}
0x4245 {69,69,8,8}
0x4246 {5100,5100,30,30}
0x4247 {3891,223,57,14,14}
0x4248 {27544,32,32}
0x4249 {4080,4080,14,14}
0x424a {7605,7605,30,30}
0x424b {32752,293,37,9,9}
0x424c {750,750,25,25}
0x424d {10220,10220,49,18,3}
0x424e {5319,211,35,24,11}
0x424f {15795,15795,22,22,5,5}
0x4250 {32752,60,5}
0x4251 {15987,15987,38,38}
0x4252 {195,195,5,5}
0x4253 {1770,1770,53,19,5}
0x4254 {3261,3261,31,31}
0x4255 {7650,400,32,16,8}
0x4256 {4584,142,25,10,5}
0x4257 {15826,15826,24,24,5,5}
0x4258 {636,636,31,31}
0x4259 {6462,716,51,19,6}
0x425a {32752,135,65,5,5}
0x425b {2025,2025,47,47,5,5}
0x425c {24558,221,52,33,8}
0x425d {5446,5446,19,19,5,5}
0x425e {16367,16367,39,39,5,5}
0x425f {27544,232,68,6,6,5,1}
0x4261 {5100,5100,51,51}
0x4262 {14307,14307,13,13}
0x4263 {24558,133,14,8,8}
0x4264 {4080,4080,31,31}
0x4265 {4584,287,62,12,8}
0x4266 {1350,141,73,20,10}
0x4267 {16365,16365,42,42,6,6}
0x4268 {4073,4073,20,20}
0x4269 {4080,91,60,15,8}
0x426a {24558,277,31,12,8}
0x426b {14314,14314,28,28,4,4}
0x426c {10220,10220,19,19,3}
0x426d {3051,3051,31,31,3,3}
0x426e {5340,5340,22,22,5,5}
0x426f {32752,224,25,10,6,4,1}
0x4270 {15826,15826,41,41}
0x4271 {1287,23,23,9,5}
0x4272 {1008,158,13,13,5}
0x4273 {915,915,30,30,5,5}
0x4274 {258,50,31,24,8}
0x4275 {16368,16368,49,49,7,7}
0x4276 {4077,4077,27,27,8,8}
0x4277 {4666,198,52,9,9,5,1}
0x4278 {1845,265,9,9,9}
0x4279 {341,341,39,39,9,9}
0x427a {15826,15826,13,13,5,5}
0x427b {32752,61,45,22,5,5,1}
0x427c {14307,14307,12,12,11,11}
0x427d {4666,211,43,22,5,5,1}
0x427e {32752,729,57,19,11,5,1}
0x427f {1518,1518,31,31,1,1,1,1}
0x4281 {6495,43,41}
0x4282 {1770,308,32}
0x4283 {12267,12267,54,54}
0x4284 {12267,241,51}
0x4285 {16368,16368,16,16}
0x4286 {7797,7797,43,43}
0x4287 {1008,1008,33,8,8}
0x4288 {32370,23,23}
0x4289 {16365,16365,47,47}
0x428a {1518,1518,16,16}
0x428b {10220,10220,12,12,8}
0x428c {16367,16367,42,42}
0x428d {24558,244,55,7,7}
0x428e {32752,307,49,13,13}
0x428f {14314,14314,32,32,7,7}
0x4291 {2031,2031,40,40}
0x4292 {15315,15315,29,29}
0x4293 {32752,107,50,22,8}
0x4294 {5100,5100,5,5}
0x4295 {804,180,61,7,5}
0x4296 {24558,356,42,23,5}
0x4297 {489,489,30,30,7,7}
0x4298 {10653,10653,34,34}
0x4299 {32752,102,37,8,7}
0x429a {1008,1008,48,17,7}
0x429b {915,915,5,5,5,5}
0x429c {4080,73,63,17,5}
0x429d {15987,15987,42,42,7,7}
0x429e {5446,5446,30,30,6,6}
0x429f {7890,292,13,6,6,5,1}
0x42a1 {1763,1763,28,28}
0x42a2 {16368,16368,28,28}
0x42a3 {32752,184,14,10,10}
0x42a4 {233,233,20,20}
0x42a5 {32752,110,53,16,7}
0x42a6 {4080,122,45,17,9}
0x42a7 {240,240,32,32,6,6}
0x42a8 {112,112,24,24}
0x42a9 {1080,190,73,9,9}
0x42aa {10220,10220,2,2,2}
0x42ab {237,237,25,25,2,2}
0x42ac {27544,194,54,14,9}
0x42ad {14314,14314,44,44,7,7}
0x42ae {357,357,17,17,2,2}
0x42af {32752,546,58,5,2,2,2}
0x42b0 {615,615,17,17}
0x42b1 {32370,69,69,9,5}
0x42b2 {2652,181,18,9,9}
0x42b3 {5446,5446,47,47,6,6}
0x42b4 {30690,152,56,5,5}
0x42b5 {1845,1845,25,25,5,5}
0x42b6 {14314,14314,48,48,9,9}
0x42b7 {10780,146,26,20,6,5,2}
0x42b8 {32752,273,45,18,6}
0x42b9 {16368,16368,31,31,5,5}
0x42ba {1805,1805,57,57,2,2}
0x42bb {1287,1287,34,34,7,3,2}
0x42bc {48,48,21,21,5,5}
0x42bd {32752,210,34,13,9,5,2}
0x42be {32370,238,51,10,2,2,2}
0x42bf {16367,16367,40,40,2,2,1,1}
0x42c1 {15826,15826,33,33}
0x42c2 {729,729,21,21}
0x42c3 {4584,388,42,24,10}
0x42c4 {419,419,17,17}
0x42c5 {861,161,70,14,4}
0x42c6 {32752,156,69,12,9}
0x42c7 {5319,5319,53,53,6,6}
0x42c8 {16367,16367,48,48}
0x42c9 {580,580,36,24,9}
0x42ca {6462,461,7,7,7}
0x42cb {11796,11796,46,46,3,3}
0x42cc {7986,184,22,14,12}
0x42cd {45,45,16,16,9,9}
0x42ce {16368,16368,18,18,5,5}
0x42cf {4080,227,19,5,5,5,1}
0x42d0 {51,51,21,21}
0x42d1 {32752,20,20,20,9}
0x42d2 {27544,351,28,9,5}
0x42d3 {7125,7125,45,45,8,8}
0x42d4 {30690,196,33,17,5}
0x42d5 {15826,15826,26,26,8,8}
0x42d6 {5095,5095,30,30,5,5}
0x42d7 {24558,341,67,21,8,4,2}
0x42d8 {32752,281,35,12,11}
0x42d9 {699,699,43,43,7,7}
0x42da {16368,16368,37,37,8,8}
0x42db {4666,371,38,11,8,2,2}
0x42dc {16365,16365,21,21,8,8}
0x42dd {2144,2144,36,16,8,2,2}
0x42de {300,300,15,15,5,5,2}
0x42df {16368,16368,25,25,6,6,1,1}
0x42e1 {24558,212,67,7,7}
0x42e2 {32752,294,28,17,7}
0x42e3 {14314,14314,49,49,5,5}
0x42e4 {32752,496,70,16,8}
0x42e5 {16367,16367,17,17,3,3}
0x42e6 {240,240,32,32,5,5}
0x42e7 {48,48,48,18,9,3,1}
0x42e8 {300,300,53,26,6}
0x42e9 {15826,15826,36,36,8,8}
0x42ea {4759,4759,32,32,2,2}
0x42eb {3240,580,23,8,8,3,2}
0x42ec {16368,16368,32,32,5,5}
0x42ed {32752,366,18,7,7,2,2}
0x42ee {326,326,28,10,10,5,2}
0x42ef {1005,1005,15,15,6,6,1,1}
0x42f0 {237,93,45,13,8}
0x42f1 {8169,8169,24,24,9,9}
0x42f2 {16368,16368,31,31,6,6}
0x42f3 {24558,293,40,12,8,3,1}
0x42f4 {12267,12267,16,16,5,5}
0x42f5 {27544,278,56,9,6,6,2}
0x42f6 {32752,159,24,13,5,5,2}
0x42f7 {1690,1690,17,17,6,6,1,1}
0x42f8 {5100,5100,34,34,8,8}
0x42f9 {32752,230,50,13,9,5,1}
0x42fa {12267,115,43,26,2,2,2}
0x42fb {16367,16367,42,42,10,10,1,1}
0x42fc {47,47,47,11,9,5,1}
0x42fd {1518,1518,45,45,8,8,1,1}
0x42fe {2029,2029,27,27,2,2,1,1}
0x42ff {30690,314,51,8,1,1,1,1,1}
0x4301 {258,35,35}
0x4302 {237,237,39}
0x4303 {16368,16368,20,20}
0x4304 {32752,275,64}
0x4305 {12267,12267,24,24}
0x4306 {16368,16368,68,68}
0x4307 {430,430,29,18,1}
0x4308 {32752,401,29}
0x4309 {14314,14314,31,31}
0x430a {1039,1039,33,33}
0x430b {7650,200,63,15,7}
0x430c {1518,1518,32,32}
0x430d {32370,200,50,30,6}
0x430e {32752,132,39,13,7}
0x430f {2505,2505,26,26,1,1}
0x4311 {16365,16365,39,39}
0x4312 {450,450,16,16}
0x4313 {1518,165,69,10,8}
0x4314 {419,419,23,23}
0x4315 {32752,207,29,18,6}
0x4316 {1007,37,37,20,7}
0x4317 {2031,2031,26,26,6,6}
0x4318 {295,295,5,5}
0x4319 {2652,244,18,8,5}
0x431a {32370,431,53,13,5}
0x431b {14307,14307,24,24,7,7}
0x431c {30690,281,28,6,5}
0x431d {16368,16368,23,23,6,6}
0x431e {6117,6117,18,18,6,6}
0x431f {1007,107,55,6,1,1,1}
0x4321 {48,48,21,21}
0x4322 {2029,2029,47,47}
0x4323 {326,326,45,13,6}
0x4324 {16368,16368,43,43}
0x4325 {4080,362,44,13,6}
0x4326 {7650,7650,28,13,6}
0x4327 {16367,16367,23,23,6,6}
0x4328 {3051,3051,21,21}
